"","Genbank","V2","Uniprot","V4","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","mRNAchromosome","Gnomon","mRNA","mRNAstart","mRNAend","V6","mRNAstrand","V8","V9","DMLchromosome","DMLstart","DMLend","DMR","Percentdiff","ID","Parent","Dbxref=GeneID","V18","V19","Name","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"55","XM_022460168.1","sp","P82094","TMF1_HUMAN",46.82,645,327,7,2055,3971,454,1088,5e-148,489,"NC_035781.1","Gnomon","mRNA",31150011,31150012,".","+",".","ID=rna10240;Parent=gene6018;Dbxref=GeneID:111119727,Genbank:XM_022460168.1;Name=XM_022460168.1;gbkey=mRNA;gene=LOC111119727;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns;product=TATA element modulatory factor-like%2C transcript variant X5;transcript_id=XM_022460168.1","NC_035781.1",31150010,31150012,"-",53,"ID=rna10240","Parent=gene6018","Dbxref=GeneID",111119727,"Genbank","Name=XM_022460168.1","gbkey=mRNA","gene=LOC111119727","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=TATA element modulatory factor-like%2C transcript variant X5","transcript_id=XM_022460168.1","","",""
"56","XM_022460169.1","sp","P82094","TMF1_HUMAN",44.12,68,31,2,137,334,1,63,7e-07,58.2,"NC_035781.1","Gnomon","mRNA",31150011,31150012,".","+",".","ID=rna10238;Parent=gene6018;Dbxref=GeneID:111119727,Genbank:XM_022460169.1;Name=XM_022460169.1;gbkey=mRNA;gene=LOC111119727;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns;product=TATA element modulatory factor-like%2C transcript variant X6;transcript_id=XM_022460169.1","NC_035781.1",31150010,31150012,"-",53,"ID=rna10238","Parent=gene6018","Dbxref=GeneID",111119727,"Genbank","Name=XM_022460169.1","gbkey=mRNA","gene=LOC111119727","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=TATA element modulatory factor-like%2C transcript variant X6","transcript_id=XM_022460169.1","","",""
"57","XM_022460169.1","sp","P82094","TMF1_HUMAN",46.47,652,333,7,2057,3994,447,1088,3e-148,491,"NC_035781.1","Gnomon","mRNA",31150011,31150012,".","+",".","ID=rna10238;Parent=gene6018;Dbxref=GeneID:111119727,Genbank:XM_022460169.1;Name=XM_022460169.1;gbkey=mRNA;gene=LOC111119727;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns;product=TATA element modulatory factor-like%2C transcript variant X6;transcript_id=XM_022460169.1","NC_035781.1",31150010,31150012,"-",53,"ID=rna10238","Parent=gene6018","Dbxref=GeneID",111119727,"Genbank","Name=XM_022460169.1","gbkey=mRNA","gene=LOC111119727","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=TATA element modulatory factor-like%2C transcript variant X6","transcript_id=XM_022460169.1","","",""
"58","XM_022461361.1","sp","P20072","ANXA7_BOVIN",31.43,70,48,0,782,991,166,235,0.009,42.7,"NC_035781.1","Gnomon","mRNA",53807754,53807755,".","+",".","ID=rna12734;Parent=gene7556;Dbxref=GeneID:111120559,Genbank:XM_022461361.1;Name=XM_022461361.1;gbkey=mRNA;gene=LOC111120559;model_evidence=Supporting evidence includes similarity to: 3 ESTs%2C 39 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns;product=annexin A7-like%2C transcript variant X1;transcript_id=XM_022461361.1","NC_035781.1",53807753,53807755,"-",-53,"ID=rna12734","Parent=gene7556","Dbxref=GeneID",111120559,"Genbank","Name=XM_022461361.1","gbkey=mRNA","gene=LOC111120559","model_evidence=Supporting evidence includes similarity to"," 3 ESTs%2C 39 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=annexin A7-like%2C transcript variant X1","transcript_id=XM_022461361.1","","",""
"59","XM_022461361.1","sp","P20072","ANXA7_BOVIN",58.52,311,129,0,50,982,153,463,8e-126,387,"NC_035781.1","Gnomon","mRNA",53807754,53807755,".","+",".","ID=rna12734;Parent=gene7556;Dbxref=GeneID:111120559,Genbank:XM_022461361.1;Name=XM_022461361.1;gbkey=mRNA;gene=LOC111120559;model_evidence=Supporting evidence includes similarity to: 3 ESTs%2C 39 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns;product=annexin A7-like%2C transcript variant X1;transcript_id=XM_022461361.1","NC_035781.1",53807753,53807755,"-",-53,"ID=rna12734","Parent=gene7556","Dbxref=GeneID",111120559,"Genbank","Name=XM_022461361.1","gbkey=mRNA","gene=LOC111120559","model_evidence=Supporting evidence includes similarity to"," 3 ESTs%2C 39 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=annexin A7-like%2C transcript variant X1","transcript_id=XM_022461361.1","","",""
"60","XM_022461362.1","sp","P20072","ANXA7_BOVIN",31.43,70,48,0,1047,1256,166,235,0.01,42.7,"NC_035781.1","Gnomon","mRNA",53807754,53807755,".","+",".","ID=rna12732;Parent=gene7556;Dbxref=GeneID:111120559,Genbank:XM_022461362.1;Name=XM_022461362.1;gbkey=mRNA;gene=LOC111120559;model_evidence=Supporting evidence includes similarity to: 3 ESTs%2C 39 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=annexin A7-like%2C transcript variant X2;transcript_id=XM_022461362.1","NC_035781.1",53807753,53807755,"-",-53,"ID=rna12732","Parent=gene7556","Dbxref=GeneID",111120559,"Genbank","Name=XM_022461362.1","gbkey=mRNA","gene=LOC111120559","model_evidence=Supporting evidence includes similarity to"," 3 ESTs%2C 39 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=annexin A7-like%2C transcript variant X2","transcript_id=XM_022461362.1","","",""
"61","XM_022461362.1","sp","P20072","ANXA7_BOVIN",58.52,311,129,0,315,1247,153,463,9e-124,385,"NC_035781.1","Gnomon","mRNA",53807754,53807755,".","+",".","ID=rna12732;Parent=gene7556;Dbxref=GeneID:111120559,Genbank:XM_022461362.1;Name=XM_022461362.1;gbkey=mRNA;gene=LOC111120559;model_evidence=Supporting evidence includes similarity to: 3 ESTs%2C 39 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=annexin A7-like%2C transcript variant X2;transcript_id=XM_022461362.1","NC_035781.1",53807753,53807755,"-",-53,"ID=rna12732","Parent=gene7556","Dbxref=GeneID",111120559,"Genbank","Name=XM_022461362.1","gbkey=mRNA","gene=LOC111120559","model_evidence=Supporting evidence includes similarity to"," 3 ESTs%2C 39 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=annexin A7-like%2C transcript variant X2","transcript_id=XM_022461362.1","","",""
"62","XM_022461363.1","sp","P20072","ANXA7_BOVIN",31.43,70,48,0,943,1152,166,235,0.01,42.7,"NC_035781.1","Gnomon","mRNA",53807754,53807755,".","+",".","ID=rna12733;Parent=gene7556;Dbxref=GeneID:111120559,Genbank:XM_022461363.1;Name=XM_022461363.1;gbkey=mRNA;gene=LOC111120559;model_evidence=Supporting evidence includes similarity to: 3 ESTs%2C 39 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=annexin A7-like%2C transcript variant X3;transcript_id=XM_022461363.1","NC_035781.1",53807753,53807755,"-",-53,"ID=rna12733","Parent=gene7556","Dbxref=GeneID",111120559,"Genbank","Name=XM_022461363.1","gbkey=mRNA","gene=LOC111120559","model_evidence=Supporting evidence includes similarity to"," 3 ESTs%2C 39 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=annexin A7-like%2C transcript variant X3","transcript_id=XM_022461363.1","","",""
"63","XM_022461363.1","sp","P20072","ANXA7_BOVIN",58.52,311,129,0,211,1143,153,463,1e-124,386,"NC_035781.1","Gnomon","mRNA",53807754,53807755,".","+",".","ID=rna12733;Parent=gene7556;Dbxref=GeneID:111120559,Genbank:XM_022461363.1;Name=XM_022461363.1;gbkey=mRNA;gene=LOC111120559;model_evidence=Supporting evidence includes similarity to: 3 ESTs%2C 39 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=annexin A7-like%2C transcript variant X3;transcript_id=XM_022461363.1","NC_035781.1",53807753,53807755,"-",-53,"ID=rna12733","Parent=gene7556","Dbxref=GeneID",111120559,"Genbank","Name=XM_022461363.1","gbkey=mRNA","gene=LOC111120559","model_evidence=Supporting evidence includes similarity to"," 3 ESTs%2C 39 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=annexin A7-like%2C transcript variant X3","transcript_id=XM_022461363.1","","",""
"64","XM_022461364.1","sp","P20072","ANXA7_BOVIN",31.43,70,48,0,809,1018,166,235,0.01,42.7,"NC_035781.1","Gnomon","mRNA",53807754,53807755,".","+",".","ID=rna12735;Parent=gene7556;Dbxref=GeneID:111120559,Genbank:XM_022461364.1;Name=XM_022461364.1;gbkey=mRNA;gene=LOC111120559;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C 39 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns;product=annexin A7-like%2C transcript variant X4;transcript_id=XM_022461364.1","NC_035781.1",53807753,53807755,"-",-53,"ID=rna12735","Parent=gene7556","Dbxref=GeneID",111120559,"Genbank","Name=XM_022461364.1","gbkey=mRNA","gene=LOC111120559","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C 39 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns","product=annexin A7-like%2C transcript variant X4","transcript_id=XM_022461364.1","","",""
"65","XM_022461364.1","sp","P20072","ANXA7_BOVIN",58.52,311,129,0,77,1009,153,463,8e-126,387,"NC_035781.1","Gnomon","mRNA",53807754,53807755,".","+",".","ID=rna12735;Parent=gene7556;Dbxref=GeneID:111120559,Genbank:XM_022461364.1;Name=XM_022461364.1;gbkey=mRNA;gene=LOC111120559;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C 39 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns;product=annexin A7-like%2C transcript variant X4;transcript_id=XM_022461364.1","NC_035781.1",53807753,53807755,"-",-53,"ID=rna12735","Parent=gene7556","Dbxref=GeneID",111120559,"Genbank","Name=XM_022461364.1","gbkey=mRNA","gene=LOC111120559","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C 39 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns","product=annexin A7-like%2C transcript variant X4","transcript_id=XM_022461364.1","","",""
"66","XM_022463096.1","sp","Q9DG67","RA54B_CHICK",49.03,928,406,23,116,2746,1,912,0,819,"NC_035781.1","Gnomon","mRNA",1680603,1680604,".","+",".","ID=rna6873;Parent=gene4072;Dbxref=GeneID:111121715,Genbank:XM_022463096.1;Name=XM_022463096.1;gbkey=mRNA;gene=LOC111121715;model_evidence=Supporting evidence includes similarity to: 6 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns;product=DNA repair and recombination protein RAD54B-like%2C transcript variant X1;transcript_id=XM_022463096.1","NC_035781.1",1680602,1680604,"+",51,"ID=rna6873","Parent=gene4072","Dbxref=GeneID",111121715,"Genbank","Name=XM_022463096.1","gbkey=mRNA","gene=LOC111121715","model_evidence=Supporting evidence includes similarity to"," 6 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns","product=DNA repair and recombination protein RAD54B-like%2C transcript variant X1","transcript_id=XM_022463096.1","","",""
"67","XM_022463097.1","sp","Q9Y620","RA54B_HUMAN",50.17,907,367,21,116,2656,1,882,0,821,"NC_035781.1","Gnomon","mRNA",1680603,1680604,".","+",".","ID=rna6874;Parent=gene4072;Dbxref=GeneID:111121715,Genbank:XM_022463097.1;Name=XM_022463097.1;gbkey=mRNA;gene=LOC111121715;model_evidence=Supporting evidence includes similarity to: 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns;product=DNA repair and recombination protein RAD54B-like%2C transcript variant X2;transcript_id=XM_022463097.1","NC_035781.1",1680602,1680604,"+",51,"ID=rna6874","Parent=gene4072","Dbxref=GeneID",111121715,"Genbank","Name=XM_022463097.1","gbkey=mRNA","gene=LOC111121715","model_evidence=Supporting evidence includes similarity to"," 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns","product=DNA repair and recombination protein RAD54B-like%2C transcript variant X2","transcript_id=XM_022463097.1","","",""
"68","XM_022463767.1","sp","Q15831","STK11_HUMAN",68.44,320,100,1,225,1181,26,345,6e-138,414,"NC_035781.1","Gnomon","mRNA",30062223,30062224,".","+",".","ID=rna10095;Parent=gene5931;Dbxref=GeneID:111122164,Genbank:XM_022463767.1;Name=XM_022463767.1;gbkey=mRNA;gene=LOC111122164;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns;product=serine/threonine-protein kinase STK11-like;transcript_id=XM_022463767.1","NC_035781.1",30062222,30062224,"+",51,"ID=rna10095","Parent=gene5931","Dbxref=GeneID",111122164,"Genbank","Name=XM_022463767.1","gbkey=mRNA","gene=LOC111122164","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns","product=serine/threonine-protein kinase STK11-like","transcript_id=XM_022463767.1","","",""
"69","XM_022463862.1","sp","Q9QYT7","PIGQ_MOUSE",44.2,276,136,3,795,1583,299,569,2e-54,199,"NC_035781.1","Gnomon","mRNA",20126030,20126031,".","-",".","ID=rna9080;Parent=gene5340;Dbxref=GeneID:111122222,Genbank:XM_022463862.1;Name=XM_022463862.1;gbkey=mRNA;gene=LOC111122222;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 18 samples with support for all annotated introns;product=phosphatidylinositol N-acetylglucosaminyltransferase subunit Q-like;transcript_id=XM_022463862.1","NC_035781.1",20126029,20126031,"+",-53,"ID=rna9080","Parent=gene5340","Dbxref=GeneID",111122222,"Genbank","Name=XM_022463862.1","gbkey=mRNA","gene=LOC111122222","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 18 samples with support for all annotated introns","product=phosphatidylinositol N-acetylglucosaminyltransferase subunit Q-like","transcript_id=XM_022463862.1","","",""
"70","XM_022463915.1","sp","P25286","VPP1_RAT",55.57,907,327,11,149,2848,1,838,0,907,"NC_035781.1","Gnomon","mRNA",54542144,54542145,".","-",".","ID=rna12801;Parent=gene7601;Dbxref=GeneID:111122264,Genbank:XM_022463915.1;Name=XM_022463915.1;gbkey=mRNA;gene=LOC111122264;model_evidence=Supporting evidence includes similarity to: 31 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns;product=V-type proton ATPase 116 kDa subunit a-like%2C transcript variant X3;transcript_id=XM_022463915.1","NC_035781.1",54542143,54542145,"+",-51,"ID=rna12801","Parent=gene7601","Dbxref=GeneID",111122264,"Genbank","Name=XM_022463915.1","gbkey=mRNA","gene=LOC111122264","model_evidence=Supporting evidence includes similarity to"," 31 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns","product=V-type proton ATPase 116 kDa subunit a-like%2C transcript variant X3","transcript_id=XM_022463915.1","","",""
"71","XM_022463916.1","sp","P25286","VPP1_RAT",56.15,903,324,12,149,2836,1,838,0,908,"NC_035781.1","Gnomon","mRNA",54542144,54542145,".","-",".","ID=rna12803;Parent=gene7601;Dbxref=GeneID:111122264,Genbank:XM_022463916.1;Name=XM_022463916.1;gbkey=mRNA;gene=LOC111122264;model_evidence=Supporting evidence includes similarity to: 31 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns;product=V-type proton ATPase 116 kDa subunit a-like%2C transcript variant X4;transcript_id=XM_022463916.1","NC_035781.1",54542143,54542145,"+",-51,"ID=rna12803","Parent=gene7601","Dbxref=GeneID",111122264,"Genbank","Name=XM_022463916.1","gbkey=mRNA","gene=LOC111122264","model_evidence=Supporting evidence includes similarity to"," 31 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns","product=V-type proton ATPase 116 kDa subunit a-like%2C transcript variant X4","transcript_id=XM_022463916.1","","",""
"72","XM_022463918.1","sp","P25286","VPP1_RAT",56.4,890,324,10,149,2782,1,838,0,909,"NC_035781.1","Gnomon","mRNA",54542144,54542145,".","-",".","ID=rna12804;Parent=gene7601;Dbxref=GeneID:111122264,Genbank:XM_022463918.1;Name=XM_022463918.1;gbkey=mRNA;gene=LOC111122264;model_evidence=Supporting evidence includes similarity to: 31 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns;product=V-type proton ATPase 116 kDa subunit a-like%2C transcript variant X5;transcript_id=XM_022463918.1","NC_035781.1",54542143,54542145,"+",-51,"ID=rna12804","Parent=gene7601","Dbxref=GeneID",111122264,"Genbank","Name=XM_022463918.1","gbkey=mRNA","gene=LOC111122264","model_evidence=Supporting evidence includes similarity to"," 31 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns","product=V-type proton ATPase 116 kDa subunit a-like%2C transcript variant X5","transcript_id=XM_022463918.1","","",""
"73","XM_022463919.1","sp","P25286","VPP1_RAT",57.42,883,322,11,149,2770,1,838,0,911,"NC_035781.1","Gnomon","mRNA",54542144,54542145,".","-",".","ID=rna12802;Parent=gene7601;Dbxref=GeneID:111122264,Genbank:XM_022463919.1;Name=XM_022463919.1;gbkey=mRNA;gene=LOC111122264;model_evidence=Supporting evidence includes similarity to: 31 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns;product=V-type proton ATPase 116 kDa subunit a-like%2C transcript variant X6;transcript_id=XM_022463919.1","NC_035781.1",54542143,54542145,"+",-51,"ID=rna12802","Parent=gene7601","Dbxref=GeneID",111122264,"Genbank","Name=XM_022463919.1","gbkey=mRNA","gene=LOC111122264","model_evidence=Supporting evidence includes similarity to"," 31 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns","product=V-type proton ATPase 116 kDa subunit a-like%2C transcript variant X6","transcript_id=XM_022463919.1","","",""
"74","XM_022467742.1","sp","Q9NV70","EXOC1_HUMAN",49.15,936,410,10,177,2912,1,894,0,858,"NC_035782.1","Gnomon","mRNA",38086861,38086862,".","+",".","ID=rna17376;Parent=gene10213;Dbxref=GeneID:111124662,Genbank:XM_022467742.1;Name=XM_022467742.1;gbkey=mRNA;gene=LOC111124662;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns;product=exocyst complex component 1-like%2C transcript variant X1;transcript_id=XM_022467742.1","NC_035782.1",38086860,38086862,"-",-51,"ID=rna17376","Parent=gene10213","Dbxref=GeneID",111124662,"Genbank","Name=XM_022467742.1","gbkey=mRNA","gene=LOC111124662","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=exocyst complex component 1-like%2C transcript variant X1","transcript_id=XM_022467742.1","","",""
"75","XM_022467742.1","sp","Q9NV70","EXOC1_HUMAN",49.15,936,410,10,177,2912,1,894,0,858,"NC_035782.1","Gnomon","mRNA",38086855,38086856,".","+",".","ID=rna17376;Parent=gene10213;Dbxref=GeneID:111124662,Genbank:XM_022467742.1;Name=XM_022467742.1;gbkey=mRNA;gene=LOC111124662;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns;product=exocyst complex component 1-like%2C transcript variant X1;transcript_id=XM_022467742.1","NC_035782.1",38086854,38086856,"-",53,"ID=rna17376","Parent=gene10213","Dbxref=GeneID",111124662,"Genbank","Name=XM_022467742.1","gbkey=mRNA","gene=LOC111124662","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=exocyst complex component 1-like%2C transcript variant X1","transcript_id=XM_022467742.1","","",""
"76","XM_022467743.1","sp","Q9NV70","EXOC1_HUMAN",49.15,936,410,10,123,2858,1,894,0,858,"NC_035782.1","Gnomon","mRNA",38086855,38086856,".","+",".","ID=rna17380;Parent=gene10213;Dbxref=GeneID:111124662,Genbank:XM_022467743.1;Name=XM_022467743.1;gbkey=mRNA;gene=LOC111124662;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 11 samples with support for all annotated introns;product=exocyst complex component 1-like%2C transcript variant X2;transcript_id=XM_022467743.1","NC_035782.1",38086854,38086856,"-",53,"ID=rna17380","Parent=gene10213","Dbxref=GeneID",111124662,"Genbank","Name=XM_022467743.1","gbkey=mRNA","gene=LOC111124662","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 11 samples with support for all annotated introns","product=exocyst complex component 1-like%2C transcript variant X2","transcript_id=XM_022467743.1","","",""
"77","XM_022467743.1","sp","Q9NV70","EXOC1_HUMAN",49.15,936,410,10,123,2858,1,894,0,858,"NC_035782.1","Gnomon","mRNA",38086861,38086862,".","+",".","ID=rna17380;Parent=gene10213;Dbxref=GeneID:111124662,Genbank:XM_022467743.1;Name=XM_022467743.1;gbkey=mRNA;gene=LOC111124662;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 11 samples with support for all annotated introns;product=exocyst complex component 1-like%2C transcript variant X2;transcript_id=XM_022467743.1","NC_035782.1",38086860,38086862,"-",-51,"ID=rna17380","Parent=gene10213","Dbxref=GeneID",111124662,"Genbank","Name=XM_022467743.1","gbkey=mRNA","gene=LOC111124662","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 11 samples with support for all annotated introns","product=exocyst complex component 1-like%2C transcript variant X2","transcript_id=XM_022467743.1","","",""
"78","XM_022467744.1","sp","Q9NV70","EXOC1_HUMAN",49.15,936,410,10,126,2861,1,894,0,858,"NC_035782.1","Gnomon","mRNA",38086861,38086862,".","+",".","ID=rna17381;Parent=gene10213;Dbxref=GeneID:111124662,Genbank:XM_022467744.1;Name=XM_022467744.1;gbkey=mRNA;gene=LOC111124662;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 7 samples with support for all annotated introns;product=exocyst complex component 1-like%2C transcript variant X3;transcript_id=XM_022467744.1","NC_035782.1",38086860,38086862,"-",-51,"ID=rna17381","Parent=gene10213","Dbxref=GeneID",111124662,"Genbank","Name=XM_022467744.1","gbkey=mRNA","gene=LOC111124662","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 7 samples with support for all annotated introns","product=exocyst complex component 1-like%2C transcript variant X3","transcript_id=XM_022467744.1","","",""
"79","XM_022467744.1","sp","Q9NV70","EXOC1_HUMAN",49.15,936,410,10,126,2861,1,894,0,858,"NC_035782.1","Gnomon","mRNA",38086855,38086856,".","+",".","ID=rna17381;Parent=gene10213;Dbxref=GeneID:111124662,Genbank:XM_022467744.1;Name=XM_022467744.1;gbkey=mRNA;gene=LOC111124662;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 7 samples with support for all annotated introns;product=exocyst complex component 1-like%2C transcript variant X3;transcript_id=XM_022467744.1","NC_035782.1",38086854,38086856,"-",53,"ID=rna17381","Parent=gene10213","Dbxref=GeneID",111124662,"Genbank","Name=XM_022467744.1","gbkey=mRNA","gene=LOC111124662","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 7 samples with support for all annotated introns","product=exocyst complex component 1-like%2C transcript variant X3","transcript_id=XM_022467744.1","","",""
"80","XM_022467745.1","sp","Q9NV70","EXOC1_HUMAN",50.16,919,409,9,177,2861,1,894,0,871,"NC_035782.1","Gnomon","mRNA",38086861,38086862,".","+",".","ID=rna17377;Parent=gene10213;Dbxref=GeneID:111124662,Genbank:XM_022467745.1;Name=XM_022467745.1;gbkey=mRNA;gene=LOC111124662;model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns;product=exocyst complex component 1-like%2C transcript variant X4;transcript_id=XM_022467745.1","NC_035782.1",38086860,38086862,"-",-51,"ID=rna17377","Parent=gene10213","Dbxref=GeneID",111124662,"Genbank","Name=XM_022467745.1","gbkey=mRNA","gene=LOC111124662","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=exocyst complex component 1-like%2C transcript variant X4","transcript_id=XM_022467745.1","","",""
"81","XM_022467745.1","sp","Q9NV70","EXOC1_HUMAN",50.16,919,409,9,177,2861,1,894,0,871,"NC_035782.1","Gnomon","mRNA",38086855,38086856,".","+",".","ID=rna17377;Parent=gene10213;Dbxref=GeneID:111124662,Genbank:XM_022467745.1;Name=XM_022467745.1;gbkey=mRNA;gene=LOC111124662;model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns;product=exocyst complex component 1-like%2C transcript variant X4;transcript_id=XM_022467745.1","NC_035782.1",38086854,38086856,"-",53,"ID=rna17377","Parent=gene10213","Dbxref=GeneID",111124662,"Genbank","Name=XM_022467745.1","gbkey=mRNA","gene=LOC111124662","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=exocyst complex component 1-like%2C transcript variant X4","transcript_id=XM_022467745.1","","",""
