"","chr","start","end","meth.diff","strand","pvalue","qvalue","intron-start","intron-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"481","NC_035784.1",53283229,53283229,55.8994599085999,"+",1.68577594566493e-21,1.76567977248336e-19,53282922,53283307,53269677,53284646,"111132997",53269678,53284646,"XM_022481016.1","Q66H62","CYLD_RAT",1e-139,"ubiquitin carboxyl-terminal hydrolase CYLD-like","GO:0004843; GO:0005813; GO:0005819; GO:0005829; GO:0005874; GO:0005886; GO:0006511; GO:0007346; GO:0008270; GO:0010803; GO:0016055; GO:0016579; GO:0032088; GO:0036064; GO:0045087; GO:0046329; GO:0048471; GO:0050727; GO:0061578; GO:0070266; GO:0070536; GO:0090090; GO:0097542; GO:1901223; GO:1902017; GO:1903753; GO:1990108; GO:2001238; GO:2001242","innate immune response [GO:0045087]; necroptotic process [GO:0070266]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of JNK cascade [GO:0046329]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of p38MAPK cascade [GO:1903753]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; protein deubiquitination [GO:0016579]; protein K63-linked deubiquitination [GO:0070536]; protein linear deubiquitination [GO:1990108]; regulation of cilium assembly [GO:1902017]; regulation of inflammatory response [GO:0050727]; regulation of intrinsic apoptotic signaling pathway [GO:2001242]; regulation of mitotic cell cycle [GO:0007346]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803]; ubiquitin-dependent protein catabolic process [GO:0006511]; Wnt signaling pathway [GO:0016055]","centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary tip [GO:0097542]; cytosol [GO:0005829]; microtubule [GO:0005874]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; spindle [GO:0005819]","Lys63-specific deubiquitinase activity [GO:0061578]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; zinc ion binding [GO:0008270]"
"482","NC_035784.1",53283229,53283229,55.8994599085999,"+",1.68577594566493e-21,1.76567977248336e-19,53282922,53283307,53269677,53284646,"111132997",53269677,53282007,"XM_022481017.1","Q66H62","CYLD_RAT",3e-20,"ubiquitin carboxyl-terminal hydrolase CYLD-like","GO:0004843; GO:0005813; GO:0005819; GO:0005829; GO:0005874; GO:0005886; GO:0006511; GO:0007346; GO:0008270; GO:0010803; GO:0016055; GO:0016579; GO:0032088; GO:0036064; GO:0045087; GO:0046329; GO:0048471; GO:0050727; GO:0061578; GO:0070266; GO:0070536; GO:0090090; GO:0097542; GO:1901223; GO:1902017; GO:1903753; GO:1990108; GO:2001238; GO:2001242","innate immune response [GO:0045087]; necroptotic process [GO:0070266]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of JNK cascade [GO:0046329]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of p38MAPK cascade [GO:1903753]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; protein deubiquitination [GO:0016579]; protein K63-linked deubiquitination [GO:0070536]; protein linear deubiquitination [GO:1990108]; regulation of cilium assembly [GO:1902017]; regulation of inflammatory response [GO:0050727]; regulation of intrinsic apoptotic signaling pathway [GO:2001242]; regulation of mitotic cell cycle [GO:0007346]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803]; ubiquitin-dependent protein catabolic process [GO:0006511]; Wnt signaling pathway [GO:0016055]","centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary tip [GO:0097542]; cytosol [GO:0005829]; microtubule [GO:0005874]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; spindle [GO:0005819]","Lys63-specific deubiquitinase activity [GO:0061578]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; zinc ion binding [GO:0008270]"
"485","NC_035784.1",53283229,53283229,55.8994599085999,"+",1.68577594566493e-21,1.76567977248336e-19,53282922,53283307,53269677,53284646,"111132997",53269677,53282007,"XM_022481017.1","Q66H62","CYLD_RAT",2e-89,"ubiquitin carboxyl-terminal hydrolase CYLD-like","GO:0004843; GO:0005813; GO:0005819; GO:0005829; GO:0005874; GO:0005886; GO:0006511; GO:0007346; GO:0008270; GO:0010803; GO:0016055; GO:0016579; GO:0032088; GO:0036064; GO:0045087; GO:0046329; GO:0048471; GO:0050727; GO:0061578; GO:0070266; GO:0070536; GO:0090090; GO:0097542; GO:1901223; GO:1902017; GO:1903753; GO:1990108; GO:2001238; GO:2001242","innate immune response [GO:0045087]; necroptotic process [GO:0070266]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of JNK cascade [GO:0046329]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of p38MAPK cascade [GO:1903753]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; protein deubiquitination [GO:0016579]; protein K63-linked deubiquitination [GO:0070536]; protein linear deubiquitination [GO:1990108]; regulation of cilium assembly [GO:1902017]; regulation of inflammatory response [GO:0050727]; regulation of intrinsic apoptotic signaling pathway [GO:2001242]; regulation of mitotic cell cycle [GO:0007346]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803]; ubiquitin-dependent protein catabolic process [GO:0006511]; Wnt signaling pathway [GO:0016055]","centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary tip [GO:0097542]; cytosol [GO:0005829]; microtubule [GO:0005874]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; spindle [GO:0005819]","Lys63-specific deubiquitinase activity [GO:0061578]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; zinc ion binding [GO:0008270]"
"499","NC_035784.1",55379467,55379467,57.0766032304494,"+",2.16784062131122e-17,1.3582507094579e-15,55375705,55381416,55353197,55390427,"111133354",55353197,55390427,"XM_022481682.1","Q6ZV89","SH2D5_HUMAN",3e-23,"uncharacterized LOC111133354",NA,NA,NA,NA
"501","NC_035784.1",55379467,55379467,57.0766032304494,"+",2.16784062131122e-17,1.3582507094579e-15,55375705,55381416,55353197,55390427,"111133354",55353197,55390427,"XM_022481683.1","Q6ZV89","SH2D5_HUMAN",2e-23,"uncharacterized LOC111133354",NA,NA,NA,NA
"504","NC_035784.1",61728079,61728079,58.9783281733746,"+",6.24872014904031e-12,1.81807080433758e-10,61727659,61728374,61720640,61741559,"111134423",61724529,61741559,"XM_022483410.1","Q9ES28","ARHG7_MOUSE",3e-154,"rho guanine nucleotide exchange factor 7-like","GO:0000322; GO:0001726; GO:0002244; GO:0005085; GO:0005089; GO:0005737; GO:0005829; GO:0005886; GO:0005925; GO:0005938; GO:0007030; GO:0007264; GO:0019901; GO:0030027; GO:0030032; GO:0030426; GO:0032092; GO:0032991; GO:0035023; GO:0043005; GO:0043025; GO:0043065; GO:0043547; GO:0043615; GO:0060124; GO:0098974; GO:0098982; GO:0099140; GO:1904424","astrocyte cell migration [GO:0043615]; Golgi organization [GO:0007030]; hematopoietic progenitor cell differentiation [GO:0002244]; lamellipodium assembly [GO:0030032]; positive regulation of apoptotic process [GO:0043065]; positive regulation of growth hormone secretion [GO:0060124]; positive regulation of GTPase activity [GO:0043547]; positive regulation of protein binding [GO:0032092]; postsynaptic actin cytoskeleton organization [GO:0098974]; presynaptic actin cytoskeleton organization [GO:0099140]; regulation of GTP binding [GO:1904424]; regulation of Rho protein signal transduction [GO:0035023]; small GTPase mediated signal transduction [GO:0007264]","cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; GABA-ergic synapse [GO:0098982]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; ruffle [GO:0001726]; storage vacuole [GO:0000322]","guanyl-nucleotide exchange factor activity [GO:0005085]; protein kinase binding [GO:0019901]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]"
"505","NC_035784.1",61728079,61728079,58.9783281733746,"+",6.24872014904031e-12,1.81807080433758e-10,61727659,61728374,61720640,61741559,"111134423",61724529,61736804,"XM_022483421.1","Q14155","ARHG7_HUMAN",8e-144,"rho guanine nucleotide exchange factor 7-like","GO:0001726; GO:0005085; GO:0005089; GO:0005829; GO:0005925; GO:0005938; GO:0007030; GO:0007165; GO:0007186; GO:0007399; GO:0010763; GO:0019901; GO:0030027; GO:0030032; GO:0032991; GO:0035023; GO:0035556; GO:0042059; GO:0043005; GO:0043025; GO:0043065; GO:0043547; GO:0048013; GO:0048041; GO:0051056; GO:1900026; GO:1904424; GO:2000394","ephrin receptor signaling pathway [GO:0048013]; focal adhesion assembly [GO:0048041]; Golgi organization [GO:0007030]; G protein-coupled receptor signaling pathway [GO:0007186]; intracellular signal transduction [GO:0035556]; lamellipodium assembly [GO:0030032]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; nervous system development [GO:0007399]; positive regulation of apoptotic process [GO:0043065]; positive regulation of fibroblast migration [GO:0010763]; positive regulation of GTPase activity [GO:0043547]; positive regulation of lamellipodium morphogenesis [GO:2000394]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; regulation of GTP binding [GO:1904424]; regulation of Rho protein signal transduction [GO:0035023]; regulation of small GTPase mediated signal transduction [GO:0051056]; signal transduction [GO:0007165]","cell cortex [GO:0005938]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; protein-containing complex [GO:0032991]; ruffle [GO:0001726]","guanyl-nucleotide exchange factor activity [GO:0005085]; protein kinase binding [GO:0019901]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]"
"506","NC_035784.1",61728079,61728079,58.9783281733746,"+",6.24872014904031e-12,1.81807080433758e-10,61727659,61728374,61720640,61741559,"111134423",61724533,61741559,"XM_022483411.1","Q9ES28","ARHG7_MOUSE",6e-156,"rho guanine nucleotide exchange factor 7-like","GO:0000322; GO:0001726; GO:0002244; GO:0005085; GO:0005089; GO:0005737; GO:0005829; GO:0005886; GO:0005925; GO:0005938; GO:0007030; GO:0007264; GO:0019901; GO:0030027; GO:0030032; GO:0030426; GO:0032092; GO:0032991; GO:0035023; GO:0043005; GO:0043025; GO:0043065; GO:0043547; GO:0043615; GO:0060124; GO:0098974; GO:0098982; GO:0099140; GO:1904424","astrocyte cell migration [GO:0043615]; Golgi organization [GO:0007030]; hematopoietic progenitor cell differentiation [GO:0002244]; lamellipodium assembly [GO:0030032]; positive regulation of apoptotic process [GO:0043065]; positive regulation of growth hormone secretion [GO:0060124]; positive regulation of GTPase activity [GO:0043547]; positive regulation of protein binding [GO:0032092]; postsynaptic actin cytoskeleton organization [GO:0098974]; presynaptic actin cytoskeleton organization [GO:0099140]; regulation of GTP binding [GO:1904424]; regulation of Rho protein signal transduction [GO:0035023]; small GTPase mediated signal transduction [GO:0007264]","cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; GABA-ergic synapse [GO:0098982]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; ruffle [GO:0001726]; storage vacuole [GO:0000322]","guanyl-nucleotide exchange factor activity [GO:0005085]; protein kinase binding [GO:0019901]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]"
"507","NC_035784.1",61728079,61728079,58.9783281733746,"+",6.24872014904031e-12,1.81807080433758e-10,61727659,61728374,61720640,61741559,"111134423",61724535,61741559,"XM_022483416.1","O55043","ARHG7_RAT",3e-156,"rho guanine nucleotide exchange factor 7-like","GO:0001726; GO:0005085; GO:0005089; GO:0005737; GO:0005829; GO:0005925; GO:0005938; GO:0007264; GO:0019901; GO:0030027; GO:0030032; GO:0030426; GO:0032991; GO:0035023; GO:0043065; GO:0043615; GO:0098974; GO:0098982; GO:0099140","astrocyte cell migration [GO:0043615]; lamellipodium assembly [GO:0030032]; positive regulation of apoptotic process [GO:0043065]; postsynaptic actin cytoskeleton organization [GO:0098974]; presynaptic actin cytoskeleton organization [GO:0099140]; regulation of Rho protein signal transduction [GO:0035023]; small GTPase mediated signal transduction [GO:0007264]","cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; GABA-ergic synapse [GO:0098982]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; protein-containing complex [GO:0032991]; ruffle [GO:0001726]","guanyl-nucleotide exchange factor activity [GO:0005085]; protein kinase binding [GO:0019901]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]"
"508","NC_035784.1",61728079,61728079,58.9783281733746,"+",6.24872014904031e-12,1.81807080433758e-10,61727659,61728374,61720640,61741559,"111134423",61724549,61741559,"XM_022483419.1","O55043","ARHG7_RAT",1e-162,"rho guanine nucleotide exchange factor 7-like","GO:0001726; GO:0005085; GO:0005089; GO:0005737; GO:0005829; GO:0005925; GO:0005938; GO:0007264; GO:0019901; GO:0030027; GO:0030032; GO:0030426; GO:0032991; GO:0035023; GO:0043065; GO:0043615; GO:0098974; GO:0098982; GO:0099140","astrocyte cell migration [GO:0043615]; lamellipodium assembly [GO:0030032]; positive regulation of apoptotic process [GO:0043065]; postsynaptic actin cytoskeleton organization [GO:0098974]; presynaptic actin cytoskeleton organization [GO:0099140]; regulation of Rho protein signal transduction [GO:0035023]; small GTPase mediated signal transduction [GO:0007264]","cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; GABA-ergic synapse [GO:0098982]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; protein-containing complex [GO:0032991]; ruffle [GO:0001726]","guanyl-nucleotide exchange factor activity [GO:0005085]; protein kinase binding [GO:0019901]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]"
"509","NC_035784.1",61728079,61728079,58.9783281733746,"+",6.24872014904031e-12,1.81807080433758e-10,61727659,61728374,61720640,61741559,"111134423",61724543,61741559,"XM_022483418.1","O55043","ARHG7_RAT",1e-159,"rho guanine nucleotide exchange factor 7-like","GO:0001726; GO:0005085; GO:0005089; GO:0005737; GO:0005829; GO:0005925; GO:0005938; GO:0007264; GO:0019901; GO:0030027; GO:0030032; GO:0030426; GO:0032991; GO:0035023; GO:0043065; GO:0043615; GO:0098974; GO:0098982; GO:0099140","astrocyte cell migration [GO:0043615]; lamellipodium assembly [GO:0030032]; positive regulation of apoptotic process [GO:0043065]; postsynaptic actin cytoskeleton organization [GO:0098974]; presynaptic actin cytoskeleton organization [GO:0099140]; regulation of Rho protein signal transduction [GO:0035023]; small GTPase mediated signal transduction [GO:0007264]","cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; GABA-ergic synapse [GO:0098982]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; protein-containing complex [GO:0032991]; ruffle [GO:0001726]","guanyl-nucleotide exchange factor activity [GO:0005085]; protein kinase binding [GO:0019901]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]"
"510","NC_035784.1",61728079,61728079,58.9783281733746,"+",6.24872014904031e-12,1.81807080433758e-10,61727659,61728374,61720640,61741559,"111134423",61724529,61741559,"XM_022483413.1","Q9ES28","ARHG7_MOUSE",4e-150,"rho guanine nucleotide exchange factor 7-like","GO:0000322; GO:0001726; GO:0002244; GO:0005085; GO:0005089; GO:0005737; GO:0005829; GO:0005886; GO:0005925; GO:0005938; GO:0007030; GO:0007264; GO:0019901; GO:0030027; GO:0030032; GO:0030426; GO:0032092; GO:0032991; GO:0035023; GO:0043005; GO:0043025; GO:0043065; GO:0043547; GO:0043615; GO:0060124; GO:0098974; GO:0098982; GO:0099140; GO:1904424","astrocyte cell migration [GO:0043615]; Golgi organization [GO:0007030]; hematopoietic progenitor cell differentiation [GO:0002244]; lamellipodium assembly [GO:0030032]; positive regulation of apoptotic process [GO:0043065]; positive regulation of growth hormone secretion [GO:0060124]; positive regulation of GTPase activity [GO:0043547]; positive regulation of protein binding [GO:0032092]; postsynaptic actin cytoskeleton organization [GO:0098974]; presynaptic actin cytoskeleton organization [GO:0099140]; regulation of GTP binding [GO:1904424]; regulation of Rho protein signal transduction [GO:0035023]; small GTPase mediated signal transduction [GO:0007264]","cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; GABA-ergic synapse [GO:0098982]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; ruffle [GO:0001726]; storage vacuole [GO:0000322]","guanyl-nucleotide exchange factor activity [GO:0005085]; protein kinase binding [GO:0019901]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]"
"511","NC_035784.1",61728079,61728079,58.9783281733746,"+",6.24872014904031e-12,1.81807080433758e-10,61727659,61728374,61720640,61741559,"111134423",61720640,61741559,"XM_022483422.1","Q9ES28","ARHG7_MOUSE",4e-155,"rho guanine nucleotide exchange factor 7-like","GO:0000322; GO:0001726; GO:0002244; GO:0005085; GO:0005089; GO:0005737; GO:0005829; GO:0005886; GO:0005925; GO:0005938; GO:0007030; GO:0007264; GO:0019901; GO:0030027; GO:0030032; GO:0030426; GO:0032092; GO:0032991; GO:0035023; GO:0043005; GO:0043025; GO:0043065; GO:0043547; GO:0043615; GO:0060124; GO:0098974; GO:0098982; GO:0099140; GO:1904424","astrocyte cell migration [GO:0043615]; Golgi organization [GO:0007030]; hematopoietic progenitor cell differentiation [GO:0002244]; lamellipodium assembly [GO:0030032]; positive regulation of apoptotic process [GO:0043065]; positive regulation of growth hormone secretion [GO:0060124]; positive regulation of GTPase activity [GO:0043547]; positive regulation of protein binding [GO:0032092]; postsynaptic actin cytoskeleton organization [GO:0098974]; presynaptic actin cytoskeleton organization [GO:0099140]; regulation of GTP binding [GO:1904424]; regulation of Rho protein signal transduction [GO:0035023]; small GTPase mediated signal transduction [GO:0007264]","cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; GABA-ergic synapse [GO:0098982]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; ruffle [GO:0001726]; storage vacuole [GO:0000322]","guanyl-nucleotide exchange factor activity [GO:0005085]; protein kinase binding [GO:0019901]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]"
"512","NC_035784.1",61728079,61728079,58.9783281733746,"+",6.24872014904031e-12,1.81807080433758e-10,61727659,61728374,61720640,61741559,"111134423",61724533,61741559,"XM_022483414.1","O55043","ARHG7_RAT",6e-156,"rho guanine nucleotide exchange factor 7-like","GO:0001726; GO:0005085; GO:0005089; GO:0005737; GO:0005829; GO:0005925; GO:0005938; GO:0007264; GO:0019901; GO:0030027; GO:0030032; GO:0030426; GO:0032991; GO:0035023; GO:0043065; GO:0043615; GO:0098974; GO:0098982; GO:0099140","astrocyte cell migration [GO:0043615]; lamellipodium assembly [GO:0030032]; positive regulation of apoptotic process [GO:0043065]; postsynaptic actin cytoskeleton organization [GO:0098974]; presynaptic actin cytoskeleton organization [GO:0099140]; regulation of Rho protein signal transduction [GO:0035023]; small GTPase mediated signal transduction [GO:0007264]","cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; GABA-ergic synapse [GO:0098982]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; protein-containing complex [GO:0032991]; ruffle [GO:0001726]","guanyl-nucleotide exchange factor activity [GO:0005085]; protein kinase binding [GO:0019901]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]"
"513","NC_035784.1",61728079,61728079,58.9783281733746,"+",6.24872014904031e-12,1.81807080433758e-10,61727659,61728374,61720640,61741559,"111134423",61724537,61741559,"XM_022483417.1","O55043","ARHG7_RAT",1e-159,"rho guanine nucleotide exchange factor 7-like","GO:0001726; GO:0005085; GO:0005089; GO:0005737; GO:0005829; GO:0005925; GO:0005938; GO:0007264; GO:0019901; GO:0030027; GO:0030032; GO:0030426; GO:0032991; GO:0035023; GO:0043065; GO:0043615; GO:0098974; GO:0098982; GO:0099140","astrocyte cell migration [GO:0043615]; lamellipodium assembly [GO:0030032]; positive regulation of apoptotic process [GO:0043065]; postsynaptic actin cytoskeleton organization [GO:0098974]; presynaptic actin cytoskeleton organization [GO:0099140]; regulation of Rho protein signal transduction [GO:0035023]; small GTPase mediated signal transduction [GO:0007264]","cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; GABA-ergic synapse [GO:0098982]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; protein-containing complex [GO:0032991]; ruffle [GO:0001726]","guanyl-nucleotide exchange factor activity [GO:0005085]; protein kinase binding [GO:0019901]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]"
"514","NC_035784.1",61728079,61728079,58.9783281733746,"+",6.24872014904031e-12,1.81807080433758e-10,61727659,61728374,61720640,61741559,"111134423",61724533,61741559,"XM_022483415.1","Q9ES28","ARHG7_MOUSE",5e-152,"rho guanine nucleotide exchange factor 7-like","GO:0000322; GO:0001726; GO:0002244; GO:0005085; GO:0005089; GO:0005737; GO:0005829; GO:0005886; GO:0005925; GO:0005938; GO:0007030; GO:0007264; GO:0019901; GO:0030027; GO:0030032; GO:0030426; GO:0032092; GO:0032991; GO:0035023; GO:0043005; GO:0043025; GO:0043065; GO:0043547; GO:0043615; GO:0060124; GO:0098974; GO:0098982; GO:0099140; GO:1904424","astrocyte cell migration [GO:0043615]; Golgi organization [GO:0007030]; hematopoietic progenitor cell differentiation [GO:0002244]; lamellipodium assembly [GO:0030032]; positive regulation of apoptotic process [GO:0043065]; positive regulation of growth hormone secretion [GO:0060124]; positive regulation of GTPase activity [GO:0043547]; positive regulation of protein binding [GO:0032092]; postsynaptic actin cytoskeleton organization [GO:0098974]; presynaptic actin cytoskeleton organization [GO:0099140]; regulation of GTP binding [GO:1904424]; regulation of Rho protein signal transduction [GO:0035023]; small GTPase mediated signal transduction [GO:0007264]","cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; GABA-ergic synapse [GO:0098982]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; ruffle [GO:0001726]; storage vacuole [GO:0000322]","guanyl-nucleotide exchange factor activity [GO:0005085]; protein kinase binding [GO:0019901]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]"
"515","NC_035784.1",61728079,61728079,58.9783281733746,"+",6.24872014904031e-12,1.81807080433758e-10,61727659,61728374,61720640,61741559,"111134423",61724550,61741559,"XM_022483420.1","O55043","ARHG7_RAT",2e-158,"rho guanine nucleotide exchange factor 7-like","GO:0001726; GO:0005085; GO:0005089; GO:0005737; GO:0005829; GO:0005925; GO:0005938; GO:0007264; GO:0019901; GO:0030027; GO:0030032; GO:0030426; GO:0032991; GO:0035023; GO:0043065; GO:0043615; GO:0098974; GO:0098982; GO:0099140","astrocyte cell migration [GO:0043615]; lamellipodium assembly [GO:0030032]; positive regulation of apoptotic process [GO:0043065]; postsynaptic actin cytoskeleton organization [GO:0098974]; presynaptic actin cytoskeleton organization [GO:0099140]; regulation of Rho protein signal transduction [GO:0035023]; small GTPase mediated signal transduction [GO:0007264]","cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; GABA-ergic synapse [GO:0098982]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; protein-containing complex [GO:0032991]; ruffle [GO:0001726]","guanyl-nucleotide exchange factor activity [GO:0005085]; protein kinase binding [GO:0019901]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]"
"537","NC_035784.1",76218383,76218383,63.8339920948617,"+",5.35528077919722e-25,8.42959725773957e-23,76217988,76218545,76212133,76220093,"111138362",76212133,76220093,"XM_022490290.1","Q15696","U2AFM_HUMAN",7e-66,"U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2-like",NA,NA,NA,NA
"540","NC_035784.1",79293415,79293415,55.1282051282051,"+",1.39460526131832e-45,1.58154831874172e-42,79290556,79294667,79289210,79294705,"111133750",79289210,79294705,"XM_022482383.1","Q9XZC0","LCTA_LATTR",1e-13,"putative ankyrin repeat protein RF_0381",NA,NA,NA,NA
"546","NC_035784.1",81784752,81784752,51.7203107658158,"+",4.74747850642396e-12,1.41022780181074e-10,81784745,81785265,81781847,81792574,"111132665",81781847,81792574,"XM_022480491.1","P27446","FYN_XIPHE",7e-107,"tyrosine-protein kinase SRK2-like","GO:0004715; GO:0005524; GO:0007275; GO:0046872","multicellular organism development [GO:0007275]","","ATP binding [GO:0005524]; metal ion binding [GO:0046872]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]"
"556","NC_035784.1",87874189,87874189,52.3349436392915,"+",1.28880163234608e-14,5.56785523778278e-13,87867721,87875476,87859893,87957463,"111136988",87859893,87957463,"XM_022488197.1","Q5R5S4","PSMD1_PONAB",3e-13,"26S proteasome non-ATPase regulatory subunit 1-like",NA,NA,NA,NA
"557","NC_035784.1",87874189,87874189,52.3349436392915,"+",1.28880163234608e-14,5.56785523778278e-13,87867721,87875476,87859893,87957463,"111136988",87859893,87957463,"XM_022488197.1","Q5R5S4","PSMD1_PONAB",0,"26S proteasome non-ATPase regulatory subunit 1-like",NA,NA,NA,NA
"560","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94930502,94936008,94929877,95024359,"111134737",94929877,95024359,"XM_022484073.1","P49701","VDR_COTJA",3e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"561","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94930502,94936008,94929877,95024359,"111134737",95014378,95024359,"XM_022484076.1","P49701","VDR_COTJA",3e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"562","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94930502,94936008,94929877,95024359,"111134737",94952690,95024359,"XM_022484068.1","P49701","VDR_COTJA",2e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"563","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94930502,94936008,94929877,95024359,"111134737",94984627,95024354,"XM_022484071.1","P49701","VDR_COTJA",2e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"564","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94930502,94936008,94929877,95024359,"111134737",94980660,95024359,"XM_022484074.1","P49701","VDR_COTJA",2e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"565","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94930502,94936008,94929877,95024359,"111134737",94972610,95024354,"XM_022484072.1","P49701","VDR_COTJA",2e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
