"","Genbank","V2","Uniprot","V4","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","mRNAchromosome","Gnomon","mRNA","mRNAstart","mRNAend","V6","mRNAstrand","V8","V9","DMRchromosome","DMRstart","DMRend","DMR","Percentdiff","ID","Parent","Dbxref=GeneID","V18","V19","V20","Name","V22","V23","V24","V25","V26","V27","V28","V29","NA"
"107","XM_022463147.1","sp","P34416","LASP1_CAEEL",39.78,269,140,6,627,1409,69,323,9e-44,166,"NC_035780.1","Gnomon","mRNA",2028071,2046720,".","-",".","ID=rna183;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463147.1;Name=XM_022463147.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X3;transcript_id=XM_022463147.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna183","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463147.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X3","transcript_id=XM_022463147.1","","",""
"108","XM_022463147.1","sp","P34416","LASP1_CAEEL",35,100,65,0,180,479,25,124,7e-12,71.2,"NC_035780.1","Gnomon","mRNA",2028071,2046720,".","-",".","ID=rna183;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463147.1;Name=XM_022463147.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X3;transcript_id=XM_022463147.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna183","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463147.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X3","transcript_id=XM_022463147.1","","",""
"109","XM_022463147.1","sp","P34416","LASP1_CAEEL",51.72,29,14,0,306,392,102,130,0.41,37.7,"NC_035780.1","Gnomon","mRNA",2028071,2046720,".","-",".","ID=rna183;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463147.1;Name=XM_022463147.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X3;transcript_id=XM_022463147.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna183","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463147.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X3","transcript_id=XM_022463147.1","","",""
"110","XM_022463156.1","sp","P34416","LASP1_CAEEL",39.93,268,139,6,627,1403,69,323,6e-44,167,"NC_035780.1","Gnomon","mRNA",2028071,2046720,".","-",".","ID=rna182;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463156.1;Name=XM_022463156.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X4;transcript_id=XM_022463156.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna182","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463156.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X4","transcript_id=XM_022463156.1","","",""
"111","XM_022463156.1","sp","P34416","LASP1_CAEEL",35,100,65,0,180,479,25,124,8e-12,71.2,"NC_035780.1","Gnomon","mRNA",2028071,2046720,".","-",".","ID=rna182;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463156.1;Name=XM_022463156.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X4;transcript_id=XM_022463156.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna182","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463156.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X4","transcript_id=XM_022463156.1","","",""
"112","XM_022463156.1","sp","P34416","LASP1_CAEEL",71.67,60,15,1,115,288,1,60,1e-25,97.1,"NC_035780.1","Gnomon","mRNA",2028071,2046720,".","-",".","ID=rna182;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463156.1;Name=XM_022463156.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X4;transcript_id=XM_022463156.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna182","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463156.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X4","transcript_id=XM_022463156.1","","",""
"113","XM_022463156.1","sp","P34416","LASP1_CAEEL",39.66,58,35,0,411,584,67,124,1e-25,43.1,"NC_035780.1","Gnomon","mRNA",2028071,2046720,".","-",".","ID=rna182;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463156.1;Name=XM_022463156.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X4;transcript_id=XM_022463156.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna182","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463156.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X4","transcript_id=XM_022463156.1","","",""
"114","XM_022463156.1","sp","P34416","LASP1_CAEEL",51.72,29,14,0,306,392,102,130,0.42,37.7,"NC_035780.1","Gnomon","mRNA",2028071,2046720,".","-",".","ID=rna182;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463156.1;Name=XM_022463156.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X4;transcript_id=XM_022463156.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna182","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463156.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X4","transcript_id=XM_022463156.1","","",""
"115","XM_022463166.1","sp","P34416","LASP1_CAEEL",51.72,29,14,0,306,392,102,130,0.44,37.7,"NC_035780.1","Gnomon","mRNA",2028071,2046720,".","-",".","ID=rna181;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463166.1;Name=XM_022463166.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X5;transcript_id=XM_022463166.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna181","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463166.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X5","transcript_id=XM_022463166.1","","",""
"116","XM_022463166.1","sp","P34416","LASP1_CAEEL",38.27,277,141,6,522,1328,69,323,4e-41,158,"NC_035780.1","Gnomon","mRNA",2028071,2046720,".","-",".","ID=rna181;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463166.1;Name=XM_022463166.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X5;transcript_id=XM_022463166.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna181","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463166.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X5","transcript_id=XM_022463166.1","","",""
"117","XM_022463166.1","sp","P34416","LASP1_CAEEL",34,100,66,0,180,479,25,124,7e-11,68.2,"NC_035780.1","Gnomon","mRNA",2028071,2046720,".","-",".","ID=rna181;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463166.1;Name=XM_022463166.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X5;transcript_id=XM_022463166.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna181","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463166.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X5","transcript_id=XM_022463166.1","","",""
"118","XM_022463166.1","sp","P34416","LASP1_CAEEL",71.67,60,15,1,115,288,1,60,2e-20,97.4,"NC_035780.1","Gnomon","mRNA",2028071,2046720,".","-",".","ID=rna181;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463166.1;Name=XM_022463166.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X5;transcript_id=XM_022463166.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna181","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463166.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X5","transcript_id=XM_022463166.1","","",""
"119","XM_022463175.1","sp","P34416","LASP1_CAEEL",38.17,262,117,4,629,1300,69,323,1e-40,157,"NC_035780.1","Gnomon","mRNA",2028071,2046722,".","-",".","ID=rna177;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463175.1;Name=XM_022463175.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X6;transcript_id=XM_022463175.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna177","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463175.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X6","transcript_id=XM_022463175.1","","",""
"120","XM_022463175.1","sp","P34416","LASP1_CAEEL",71.67,60,15,1,117,290,1,60,2e-20,97.1,"NC_035780.1","Gnomon","mRNA",2028071,2046722,".","-",".","ID=rna177;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463175.1;Name=XM_022463175.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X6;transcript_id=XM_022463175.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna177","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463175.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X6","transcript_id=XM_022463175.1","","",""
"121","XM_022463175.1","sp","P34416","LASP1_CAEEL",35,100,65,0,182,481,25,124,7e-12,71.2,"NC_035780.1","Gnomon","mRNA",2028071,2046722,".","-",".","ID=rna177;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463175.1;Name=XM_022463175.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X6;transcript_id=XM_022463175.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna177","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463175.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X6","transcript_id=XM_022463175.1","","",""
"122","XM_022463175.1","sp","P34416","LASP1_CAEEL",51.72,29,14,0,308,394,102,130,0.42,37.7,"NC_035780.1","Gnomon","mRNA",2028071,2046722,".","-",".","ID=rna177;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463175.1;Name=XM_022463175.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X6;transcript_id=XM_022463175.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna177","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463175.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X6","transcript_id=XM_022463175.1","","",""
"123","XM_022463184.1","sp","P34416","LASP1_CAEEL",37.79,262,110,4,628,1275,69,323,5e-40,155,"NC_035780.1","Gnomon","mRNA",2028071,2046721,".","-",".","ID=rna178;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463184.1;Name=XM_022463184.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X7;transcript_id=XM_022463184.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna178","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463184.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X7","transcript_id=XM_022463184.1","","",""
"124","XM_022463184.1","sp","P34416","LASP1_CAEEL",35,100,65,0,181,480,25,124,8e-12,71.2,"NC_035780.1","Gnomon","mRNA",2028071,2046721,".","-",".","ID=rna178;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463184.1;Name=XM_022463184.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X7;transcript_id=XM_022463184.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna178","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463184.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X7","transcript_id=XM_022463184.1","","",""
"125","XM_022463184.1","sp","P34416","LASP1_CAEEL",71.67,60,15,1,116,289,1,60,2e-20,97.1,"NC_035780.1","Gnomon","mRNA",2028071,2046721,".","-",".","ID=rna178;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463184.1;Name=XM_022463184.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X7;transcript_id=XM_022463184.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna178","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463184.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X7","transcript_id=XM_022463184.1","","",""
"126","XM_022463184.1","sp","P34416","LASP1_CAEEL",51.72,29,14,0,307,393,102,130,0.41,37.7,"NC_035780.1","Gnomon","mRNA",2028071,2046721,".","-",".","ID=rna178;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463184.1;Name=XM_022463184.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X7;transcript_id=XM_022463184.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna178","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463184.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X7","transcript_id=XM_022463184.1","","",""
"127","XM_022463190.1","sp","P34416","LASP1_CAEEL",39.43,279,139,6,410,1222,67,323,1e-44,168,"NC_035780.1","Gnomon","mRNA",2028071,2046719,".","-",".","ID=rna184;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463190.1;Name=XM_022463190.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X8;transcript_id=XM_022463190.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna184","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463190.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X8","transcript_id=XM_022463190.1","","",""
"128","XM_022463190.1","sp","P34416","LASP1_CAEEL",51.72,29,14,0,305,391,102,130,0.42,37.7,"NC_035780.1","Gnomon","mRNA",2028071,2046719,".","-",".","ID=rna184;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463190.1;Name=XM_022463190.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X8;transcript_id=XM_022463190.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna184","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463190.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X8","transcript_id=XM_022463190.1","","",""
"129","XM_022463190.1","sp","P34416","LASP1_CAEEL",71.67,60,15,1,114,287,1,60,2e-20,97.4,"NC_035780.1","Gnomon","mRNA",2028071,2046719,".","-",".","ID=rna184;Parent=gene107;Dbxref=GeneID:111121733,Genbank:XM_022463190.1;Name=XM_022463190.1;gbkey=mRNA;gene=LOC111121733;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns;product=LIM and SH3 domain protein 1-like%2C transcript variant X8;transcript_id=XM_022463190.1","NC_035780.1",1933500,1933600,"DMR",53,-94471,"ID=rna184","Parent=gene107","Dbxref=GeneID",111121733,"Genbank","Name=XM_022463190.1","gbkey=mRNA","gene=LOC111121733","model_evidence=Supporting evidence includes similarity to"," 4 ESTs%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=LIM and SH3 domain protein 1-like%2C transcript variant X8","transcript_id=XM_022463190.1","","",""
"130","XM_022463200.1","sp","Q6NH31","UVRC_CORDI",31.03,58,40,0,365,192,305,362,7.1,31.6,"NC_035780.1","Gnomon","mRNA",2025787,2028053,".","+",".","ID=rna176;Parent=gene106;Dbxref=GeneID:111121766,Genbank:XM_022463200.1;Name=XM_022463200.1;gbkey=mRNA;gene=LOC111121766;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns;product=uncharacterized LOC111121766;transcript_id=XM_022463200.1","NC_035780.1",1933500,1933600,"DMR",53,-92187,"ID=rna176","Parent=gene106","Dbxref=GeneID",111121766,"Genbank","Name=XM_022463200.1","gbkey=mRNA","gene=LOC111121766","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns","product=uncharacterized LOC111121766","transcript_id=XM_022463200.1","","",""
"131","XM_022467995.1","sp","O14867","BACH1_HUMAN",29.06,117,83,0,185,535,11,127,7e-08,60.8,"NC_035780.1","Gnomon","mRNA",263245,272839,".","-",".","ID=rna23;Parent=gene17;Dbxref=GeneID:111124802,Genbank:XM_022467995.1;Name=XM_022467995.1;gbkey=mRNA;gene=LOC111124802;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns;product=uncharacterized LOC111124802%2C transcript variant X1;transcript_id=XM_022467995.1","NC_035780.1",571100,571200,"DMR",58,298262,"ID=rna23","Parent=gene17","Dbxref=GeneID",111124802,"Genbank","Name=XM_022467995.1","gbkey=mRNA","gene=LOC111124802","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns","product=uncharacterized LOC111124802%2C transcript variant X1","transcript_id=XM_022467995.1","","",""
"132","XM_022468004.1","sp","O14867","BACH1_HUMAN",29.06,117,83,0,187,537,11,127,7e-08,60.8,"NC_035780.1","Gnomon","mRNA",263244,272826,".","-",".","ID=rna22;Parent=gene17;Dbxref=GeneID:111124802,Genbank:XM_022468004.1;Name=XM_022468004.1;gbkey=mRNA;gene=LOC111124802;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 18 samples with support for all annotated introns;product=uncharacterized LOC111124802%2C transcript variant X2;transcript_id=XM_022468004.1","NC_035780.1",571100,571200,"DMR",58,298275,"ID=rna22","Parent=gene17","Dbxref=GeneID",111124802,"Genbank","Name=XM_022468004.1","gbkey=mRNA","gene=LOC111124802","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 18 samples with support for all annotated introns","product=uncharacterized LOC111124802%2C transcript variant X2","transcript_id=XM_022468004.1","","",""
"133","XM_022468012.1","sp","O14867","BACH1_HUMAN",29.06,117,83,0,185,535,11,127,5e-08,60.8,"NC_035780.1","Gnomon","mRNA",258108,272839,".","-",".","ID=rna20;Parent=gene17;Dbxref=GeneID:111124802,Genbank:XM_022468012.1;Name=XM_022468012.1;gbkey=mRNA;gene=LOC111124802;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns;product=uncharacterized LOC111124802%2C transcript variant X3;transcript_id=XM_022468012.1","NC_035780.1",571100,571200,"DMR",58,298262,"ID=rna20","Parent=gene17","Dbxref=GeneID",111124802,"Genbank","Name=XM_022468012.1","gbkey=mRNA","gene=LOC111124802","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns","product=uncharacterized LOC111124802%2C transcript variant X3","transcript_id=XM_022468012.1","","",""
