"","Genbank","V2","Uniprot","V4","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","DMRchromosome","DMRstart","DMRend","DMRstrand","V5","mRNAchromosome","Gnomon","mRNA","mRNAstart","mRNAend","V11","mRNAstrand","V13","ID","Parent","Dbxref=GeneID","V17","V18","Name","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"303","XM_022470166.1","sp","Q9EQW7","KI13A_MOUSE",57.41,1430,544,19,260,4453,1,1397,0,1515,"NC_035780.1",33209900,33210000,"DMR",-54,"NC_035780.1","Gnomon","mRNA",33171503,33252198,".","-",".","ID=rna3485","Parent=gene2037","Dbxref=GeneID",111125905,"Genbank","Name=XM_022470166.1","gbkey=mRNA","gene=LOC111125905","model_evidence=Supporting evidence includes similarity to"," 6 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 11 samples with support for all annotated introns","product=kinesin-like protein KIF13B%2C transcript variant X5","transcript_id=XM_022470166.1","","",""
"304","XM_022470175.1","sp","Q9EQW7","KI13A_MOUSE",58.06,1409,526,20,259,4389,1,1376,0,1516,"NC_035780.1",33209900,33210000,"DMR",-54,"NC_035780.1","Gnomon","mRNA",33171503,33252197,".","-",".","ID=rna3488","Parent=gene2037","Dbxref=GeneID",111125905,"Genbank","Name=XM_022470175.1","gbkey=mRNA","gene=LOC111125905","model_evidence=Supporting evidence includes similarity to"," 6 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 16 samples with support for all annotated introns","product=kinesin-like protein KIF13B%2C transcript variant X6","transcript_id=XM_022470175.1","","",""
"305","XM_022470184.1","sp","Q9EQW7","KI13A_MOUSE",58.06,1409,526,20,259,4389,1,1376,0,1517,"NC_035780.1",33209900,33210000,"DMR",-54,"NC_035780.1","Gnomon","mRNA",33171503,33252197,".","-",".","ID=rna3487","Parent=gene2037","Dbxref=GeneID",111125905,"Genbank","Name=XM_022470184.1","gbkey=mRNA","gene=LOC111125905","model_evidence=Supporting evidence includes similarity to"," 6 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=kinesin-like protein KIF13B%2C transcript variant X7","transcript_id=XM_022470184.1","","",""
"306","XM_022470192.1","sp","Q9EQW7","KI13A_MOUSE",58.01,1360,511,18,37,4020,45,1376,0,1462,"NC_035780.1",33209900,33210000,"DMR",-54,"NC_035780.1","Gnomon","mRNA",33171503,33247519,".","-",".","ID=rna3489","Parent=gene2037","Dbxref=GeneID",111125905,"Genbank","Name=XM_022470192.1","gbkey=mRNA","gene=LOC111125905","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 7 samples with support for all annotated introns","product=kinesin-like protein KIF13B%2C transcript variant X8","transcript_id=XM_022470192.1","","",""
"307","XM_022470268.1","sp","Q9EQW7","KI13A_MOUSE",56.76,37,16,0,113,3,416,452,0.006,43.9,"NC_035780.1",33209900,33210000,"DMR",-54,"NC_035780.1","Gnomon","mRNA",33207146,33307448,".","+",".","ID=rna3490","Parent=gene2038","Dbxref=GeneID",111125959,"Genbank","Name=XM_022470268.1","gbkey=mRNA","gene=LOC111125959","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments","product=uncharacterized LOC111125959","transcript_id=XM_022470268.1","","",""
"308","XM_022470366.1","sp","A6H184","RS15_FLAPJ",27.78,54,39,0,426,587,22,75,5.7,31.6,"NC_035782.1",7518400,7518500,"DMR",64,"NC_035782.1","Gnomon","mRNA",7427017,7578623,".","-",".","ID=rna14205","Parent=gene8452","Dbxref=GeneID",111126011,"Genbank","Name=XM_022470366.1","gbkey=mRNA","gene=LOC111126011","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments","product=uncharacterized LOC111126011%2C transcript variant X2","transcript_id=XM_022470366.1","","",""
"309","XM_022470669.1","sp","Q86XE3","MICU3_HUMAN",47.76,425,176,6,200,1366,115,529,4e-115,360,"NC_035782.1",52141100,52141200,"DMR",-57,"NC_035782.1","Gnomon","mRNA",52124764,52159927,".","-",".","ID=rna19130","Parent=gene11122","Dbxref=GeneID",111126203,"Genbank","Name=XM_022470669.1","gbkey=mRNA","gene=LOC111126203","model_evidence=Supporting evidence includes similarity to"," 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=calcium uptake protein 3%2C mitochondrial-like%2C transcript variant X1","transcript_id=XM_022470669.1","","",""
"310","XM_022470671.1","sp","Q86XE3","MICU3_HUMAN",48.1,422,176,6,199,1356,115,529,3e-116,363,"NC_035782.1",52141100,52141200,"DMR",-57,"NC_035782.1","Gnomon","mRNA",52124764,52159926,".","-",".","ID=rna19131","Parent=gene11122","Dbxref=GeneID",111126203,"Genbank","Name=XM_022470671.1","gbkey=mRNA","gene=LOC111126203","model_evidence=Supporting evidence includes similarity to"," 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns","product=calcium uptake protein 3%2C mitochondrial-like%2C transcript variant X2","transcript_id=XM_022470671.1","","",""
"311","XM_022470672.1","sp","Q86XE3","MICU3_HUMAN",46.92,422,164,5,200,1306,115,529,4e-113,355,"NC_035782.1",52141100,52141200,"DMR",-57,"NC_035782.1","Gnomon","mRNA",52124764,52159927,".","-",".","ID=rna19129","Parent=gene11122","Dbxref=GeneID",111126203,"Genbank","Name=XM_022470672.1","gbkey=mRNA","gene=LOC111126203","model_evidence=Supporting evidence includes similarity to"," 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=calcium uptake protein 3%2C mitochondrial-like%2C transcript variant X3","transcript_id=XM_022470672.1","","",""
"312","XM_022470673.1","sp","Q86XE3","MICU3_HUMAN",46.92,422,157,6,200,1285,115,529,1e-113,356,"NC_035782.1",52141100,52141200,"DMR",-57,"NC_035782.1","Gnomon","mRNA",52124764,52159927,".","-",".","ID=rna19128","Parent=gene11122","Dbxref=GeneID",111126203,"Genbank","Name=XM_022470673.1","gbkey=mRNA","gene=LOC111126203","model_evidence=Supporting evidence includes similarity to"," 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=calcium uptake protein 3%2C mitochondrial-like%2C transcript variant X4","transcript_id=XM_022470673.1","","",""
"313","XM_022470674.1","sp","Q9JJN1","FGF21_MOUSE",24.53,212,137,8,604,1224,7,200,1e-04,47.8,"NC_035782.1",52141100,52141200,"DMR",-57,"NC_035782.1","Gnomon","mRNA",52138397,52164538,".","+",".","ID=rna19132","Parent=gene11123","Dbxref=GeneID",111126204,"Genbank","Name=XM_022470674.1","gbkey=mRNA","gene=LOC111126204","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 19 samples with support for all annotated introns","product=uncharacterized LOC111126204%2C transcript variant X1","transcript_id=XM_022470674.1","","",""
"314","XM_022473051.1","sp","Q8CHC4","SYNJ1_MOUSE",57.65,1020,387,11,38,3016,1,1002,0,1174,"NC_035780.1",28563400,28563500,"DMR",59,"NC_035780.1","Gnomon","mRNA",28552157,28576101,".","-",".","ID=rna2968","Parent=gene1754","Dbxref=GeneID",111127799,"Genbank","Name=XM_022473051.1","gbkey=mRNA","gene=LOC111127799","model_evidence=Supporting evidence includes similarity to"," 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=synaptojanin-1-like%2C transcript variant X1","transcript_id=XM_022473051.1","","",""
"315","XM_022473058.1","sp","Q8CHC4","SYNJ1_MOUSE",57.87,1016,387,11,38,3004,1,1002,0,1177,"NC_035780.1",28563400,28563500,"DMR",59,"NC_035780.1","Gnomon","mRNA",28552157,28576101,".","-",".","ID=rna2966","Parent=gene1754","Dbxref=GeneID",111127799,"Genbank","Name=XM_022473058.1","gbkey=mRNA","gene=LOC111127799","model_evidence=Supporting evidence includes similarity to"," 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=synaptojanin-1-like%2C transcript variant X2","transcript_id=XM_022473058.1","","",""
"316","XM_022473066.1","sp","Q8CHC4","SYNJ1_MOUSE",58.05,1013,387,11,38,2995,1,1002,0,1176,"NC_035780.1",28563400,28563500,"DMR",59,"NC_035780.1","Gnomon","mRNA",28552157,28576101,".","-",".","ID=rna2967","Parent=gene1754","Dbxref=GeneID",111127799,"Genbank","Name=XM_022473066.1","gbkey=mRNA","gene=LOC111127799","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 12 samples with support for all annotated introns","product=synaptojanin-1-like%2C transcript variant X3","transcript_id=XM_022473066.1","","",""
"317","XM_022473075.1","sp","Q8CHC4","SYNJ1_MOUSE",58.28,1009,387,10,38,2983,1,1002,0,1182,"NC_035780.1",28563400,28563500,"DMR",59,"NC_035780.1","Gnomon","mRNA",28552157,28576101,".","-",".","ID=rna2965","Parent=gene1754","Dbxref=GeneID",111127799,"Genbank","Name=XM_022473075.1","gbkey=mRNA","gene=LOC111127799","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 11 samples with support for all annotated introns","product=synaptojanin-1-like%2C transcript variant X4","transcript_id=XM_022473075.1","","",""
"318","XM_022473296.1","sp","Q5T5Y3","CAMP1_HUMAN",57.36,129,54,1,5164,5550,1460,1587,2e-37,159,"NC_035780.1",4285700,4285800,"DMR",-51,"NC_035780.1","Gnomon","mRNA",4282771,4298209,".","+",".","ID=rna425","Parent=gene254","Dbxref=GeneID",111127966,"Genbank","Name=XM_022473296.1","Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS"," inserted 1 base in 1 codon","exception=unclassified transcription discrepancy","gbkey=mRNA","gene=LOC111127966","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=calmodulin-regulated spectrin-associated protein 1-like","transcript_id=XM_022473296.1"
"319","XM_022473296.1","sp","Q5T5Y3","CAMP1_HUMAN",27.19,228,123,5,2785,3462,862,1048,5e-06,56.2,"NC_035780.1",4285700,4285800,"DMR",-51,"NC_035780.1","Gnomon","mRNA",4282771,4298209,".","+",".","ID=rna425","Parent=gene254","Dbxref=GeneID",111127966,"Genbank","Name=XM_022473296.1","Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS"," inserted 1 base in 1 codon","exception=unclassified transcription discrepancy","gbkey=mRNA","gene=LOC111127966","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=calmodulin-regulated spectrin-associated protein 1-like","transcript_id=XM_022473296.1"
"320","XM_022473296.1","sp","Q5T5Y3","CAMP1_HUMAN",42.54,362,196,8,238,1308,18,372,1e-79,296,"NC_035780.1",4285700,4285800,"DMR",-51,"NC_035780.1","Gnomon","mRNA",4282771,4298209,".","+",".","ID=rna425","Parent=gene254","Dbxref=GeneID",111127966,"Genbank","Name=XM_022473296.1","Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS"," inserted 1 base in 1 codon","exception=unclassified transcription discrepancy","gbkey=mRNA","gene=LOC111127966","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=calmodulin-regulated spectrin-associated protein 1-like","transcript_id=XM_022473296.1"
"321","XM_022474355.1","sp","Q8K4Q6","NEIL1_MOUSE",47.53,324,135,4,268,1233,1,291,6e-98,318,"NC_035783.1",58980000,58980100,"DMR",-59,"NC_035783.1","Gnomon","mRNA",58979191,58985514,".","-",".","ID=rna28627","Parent=gene16632","Dbxref=GeneID",111128622,"Genbank","Name=XM_022474355.1","gbkey=mRNA","gene=LOC111128622","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=endonuclease 8-like 1","transcript_id=XM_022474355.1","","",""
"322","XM_022474409.1","sp","Q7T163","KDISB_DANRE",27.17,92,67,0,775,1050,308,399,0.011,43.1,"NC_035783.1",21629900,21630000,"DMR",-51,"NC_035783.1","Gnomon","mRNA",21629448,21632269,".","-",".","ID=rna24641","Parent=gene14214","Dbxref=GeneID",111128660,"Genbank","Name=XM_022474409.1","gbkey=mRNA","gene=LOC111128660","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 16 samples with support for all annotated introns","product=putative ankyrin repeat protein RF_0381%2C transcript variant X1","transcript_id=XM_022474409.1","","",""
"323","XM_022474409.1","sp","Q7T163","KDISB_DANRE",30.04,263,181,1,805,1584,153,415,9e-22,105,"NC_035783.1",21629900,21630000,"DMR",-51,"NC_035783.1","Gnomon","mRNA",21629448,21632269,".","-",".","ID=rna24641","Parent=gene14214","Dbxref=GeneID",111128660,"Genbank","Name=XM_022474409.1","gbkey=mRNA","gene=LOC111128660","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 16 samples with support for all annotated introns","product=putative ankyrin repeat protein RF_0381%2C transcript variant X1","transcript_id=XM_022474409.1","","",""
"324","XM_022474409.1","sp","Q7T163","KDISB_DANRE",27.49,291,210,1,784,1653,112,402,9e-20,98.6,"NC_035783.1",21629900,21630000,"DMR",-51,"NC_035783.1","Gnomon","mRNA",21629448,21632269,".","-",".","ID=rna24641","Parent=gene14214","Dbxref=GeneID",111128660,"Genbank","Name=XM_022474409.1","gbkey=mRNA","gene=LOC111128660","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 16 samples with support for all annotated introns","product=putative ankyrin repeat protein RF_0381%2C transcript variant X1","transcript_id=XM_022474409.1","","",""
"325","XM_022474409.1","sp","Q7T163","KDISB_DANRE",28.5,193,134,4,1093,1662,18,209,5e-09,63.9,"NC_035783.1",21629900,21630000,"DMR",-51,"NC_035783.1","Gnomon","mRNA",21629448,21632269,".","-",".","ID=rna24641","Parent=gene14214","Dbxref=GeneID",111128660,"Genbank","Name=XM_022474409.1","gbkey=mRNA","gene=LOC111128660","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 16 samples with support for all annotated introns","product=putative ankyrin repeat protein RF_0381%2C transcript variant X1","transcript_id=XM_022474409.1","","",""
"326","XM_022474409.1","sp","Q7T163","KDISB_DANRE",33.9,292,192,1,781,1653,45,336,1e-34,145,"NC_035783.1",21629900,21630000,"DMR",-51,"NC_035783.1","Gnomon","mRNA",21629448,21632269,".","-",".","ID=rna24641","Parent=gene14214","Dbxref=GeneID",111128660,"Genbank","Name=XM_022474409.1","gbkey=mRNA","gene=LOC111128660","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 16 samples with support for all annotated introns","product=putative ankyrin repeat protein RF_0381%2C transcript variant X1","transcript_id=XM_022474409.1","","",""
"327","XM_022474410.1","sp","Q7T163","KDISB_DANRE",27.17,92,67,0,781,1056,308,399,0.013,43.1,"NC_035783.1",21629900,21630000,"DMR",-51,"NC_035783.1","Gnomon","mRNA",21629448,21632271,".","-",".","ID=rna24640","Parent=gene14214","Dbxref=GeneID",111128660,"Genbank","Name=XM_022474410.1","gbkey=mRNA","gene=LOC111128660","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=putative ankyrin repeat protein RF_0381%2C transcript variant X2","transcript_id=XM_022474410.1","","",""
"328","XM_022474410.1","sp","Q7T163","KDISB_DANRE",30.04,263,181,1,811,1590,153,415,8e-22,105,"NC_035783.1",21629900,21630000,"DMR",-51,"NC_035783.1","Gnomon","mRNA",21629448,21632271,".","-",".","ID=rna24640","Parent=gene14214","Dbxref=GeneID",111128660,"Genbank","Name=XM_022474410.1","gbkey=mRNA","gene=LOC111128660","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=putative ankyrin repeat protein RF_0381%2C transcript variant X2","transcript_id=XM_022474410.1","","",""
"329","XM_022474410.1","sp","Q7T163","KDISB_DANRE",33.9,292,192,1,787,1659,45,336,7e-35,146,"NC_035783.1",21629900,21630000,"DMR",-51,"NC_035783.1","Gnomon","mRNA",21629448,21632271,".","-",".","ID=rna24640","Parent=gene14214","Dbxref=GeneID",111128660,"Genbank","Name=XM_022474410.1","gbkey=mRNA","gene=LOC111128660","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=putative ankyrin repeat protein RF_0381%2C transcript variant X2","transcript_id=XM_022474410.1","","",""
"330","XM_022474410.1","sp","Q7T163","KDISB_DANRE",27.49,291,210,1,790,1659,112,402,8e-20,99,"NC_035783.1",21629900,21630000,"DMR",-51,"NC_035783.1","Gnomon","mRNA",21629448,21632271,".","-",".","ID=rna24640","Parent=gene14214","Dbxref=GeneID",111128660,"Genbank","Name=XM_022474410.1","gbkey=mRNA","gene=LOC111128660","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=putative ankyrin repeat protein RF_0381%2C transcript variant X2","transcript_id=XM_022474410.1","","",""
"331","XM_022474410.1","sp","Q7T163","KDISB_DANRE",28.5,193,134,4,1099,1668,18,209,4e-09,63.9,"NC_035783.1",21629900,21630000,"DMR",-51,"NC_035783.1","Gnomon","mRNA",21629448,21632271,".","-",".","ID=rna24640","Parent=gene14214","Dbxref=GeneID",111128660,"Genbank","Name=XM_022474410.1","gbkey=mRNA","gene=LOC111128660","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=putative ankyrin repeat protein RF_0381%2C transcript variant X2","transcript_id=XM_022474410.1","","",""
"332","XM_022474414.1","sp","Q7T163","KDISB_DANRE",30.04,263,181,1,790,1569,153,415,1e-21,104,"NC_035783.1",21629900,21630000,"DMR",-51,"NC_035783.1","Gnomon","mRNA",21629448,21632278,".","-",".","ID=rna24639","Parent=gene14214","Dbxref=GeneID",111128660,"Genbank","Name=XM_022474414.1","gbkey=mRNA","gene=LOC111128660","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=putative ankyrin repeat protein RF_0381%2C transcript variant X3","transcript_id=XM_022474414.1","","",""
"333","XM_022474414.1","sp","Q7T163","KDISB_DANRE",27.17,92,67,0,760,1035,308,399,0.012,43.1,"NC_035783.1",21629900,21630000,"DMR",-51,"NC_035783.1","Gnomon","mRNA",21629448,21632278,".","-",".","ID=rna24639","Parent=gene14214","Dbxref=GeneID",111128660,"Genbank","Name=XM_022474414.1","gbkey=mRNA","gene=LOC111128660","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=putative ankyrin repeat protein RF_0381%2C transcript variant X3","transcript_id=XM_022474414.1","","",""
"334","XM_022474414.1","sp","Q7T163","KDISB_DANRE",33.9,292,192,1,766,1638,45,336,1e-34,145,"NC_035783.1",21629900,21630000,"DMR",-51,"NC_035783.1","Gnomon","mRNA",21629448,21632278,".","-",".","ID=rna24639","Parent=gene14214","Dbxref=GeneID",111128660,"Genbank","Name=XM_022474414.1","gbkey=mRNA","gene=LOC111128660","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=putative ankyrin repeat protein RF_0381%2C transcript variant X3","transcript_id=XM_022474414.1","","",""
"335","XM_022474414.1","sp","Q7T163","KDISB_DANRE",28.5,193,134,4,1078,1647,18,209,5e-09,63.9,"NC_035783.1",21629900,21630000,"DMR",-51,"NC_035783.1","Gnomon","mRNA",21629448,21632278,".","-",".","ID=rna24639","Parent=gene14214","Dbxref=GeneID",111128660,"Genbank","Name=XM_022474414.1","gbkey=mRNA","gene=LOC111128660","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=putative ankyrin repeat protein RF_0381%2C transcript variant X3","transcript_id=XM_022474414.1","","",""
"336","XM_022474414.1","sp","Q7T163","KDISB_DANRE",27.49,291,210,1,769,1638,112,402,1e-19,98.6,"NC_035783.1",21629900,21630000,"DMR",-51,"NC_035783.1","Gnomon","mRNA",21629448,21632278,".","-",".","ID=rna24639","Parent=gene14214","Dbxref=GeneID",111128660,"Genbank","Name=XM_022474414.1","gbkey=mRNA","gene=LOC111128660","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=putative ankyrin repeat protein RF_0381%2C transcript variant X3","transcript_id=XM_022474414.1","","",""
"337","XM_022474415.1","sp","Q7T163","KDISB_DANRE",33.9,292,192,1,730,1602,45,336,1e-34,145,"NC_035783.1",21629900,21630000,"DMR",-51,"NC_035783.1","Gnomon","mRNA",21629448,21632278,".","-",".","ID=rna24638","Parent=gene14214","Dbxref=GeneID",111128660,"Genbank","Name=XM_022474415.1","gbkey=mRNA","gene=LOC111128660","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=putative ankyrin repeat protein RF_0381%2C transcript variant X4","transcript_id=XM_022474415.1","","",""
"338","XM_022474415.1","sp","Q7T163","KDISB_DANRE",27.17,92,67,0,724,999,308,399,0.011,43.1,"NC_035783.1",21629900,21630000,"DMR",-51,"NC_035783.1","Gnomon","mRNA",21629448,21632278,".","-",".","ID=rna24638","Parent=gene14214","Dbxref=GeneID",111128660,"Genbank","Name=XM_022474415.1","gbkey=mRNA","gene=LOC111128660","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=putative ankyrin repeat protein RF_0381%2C transcript variant X4","transcript_id=XM_022474415.1","","",""
"339","XM_022474415.1","sp","Q7T163","KDISB_DANRE",30.04,263,181,1,754,1533,153,415,1e-21,104,"NC_035783.1",21629900,21630000,"DMR",-51,"NC_035783.1","Gnomon","mRNA",21629448,21632278,".","-",".","ID=rna24638","Parent=gene14214","Dbxref=GeneID",111128660,"Genbank","Name=XM_022474415.1","gbkey=mRNA","gene=LOC111128660","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=putative ankyrin repeat protein RF_0381%2C transcript variant X4","transcript_id=XM_022474415.1","","",""
"340","XM_022474415.1","sp","Q7T163","KDISB_DANRE",27.49,291,210,1,733,1602,112,402,1e-19,98.2,"NC_035783.1",21629900,21630000,"DMR",-51,"NC_035783.1","Gnomon","mRNA",21629448,21632278,".","-",".","ID=rna24638","Parent=gene14214","Dbxref=GeneID",111128660,"Genbank","Name=XM_022474415.1","gbkey=mRNA","gene=LOC111128660","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=putative ankyrin repeat protein RF_0381%2C transcript variant X4","transcript_id=XM_022474415.1","","",""
"341","XM_022474415.1","sp","Q7T163","KDISB_DANRE",28.5,193,134,4,1042,1611,18,209,5e-09,63.9,"NC_035783.1",21629900,21630000,"DMR",-51,"NC_035783.1","Gnomon","mRNA",21629448,21632278,".","-",".","ID=rna24638","Parent=gene14214","Dbxref=GeneID",111128660,"Genbank","Name=XM_022474415.1","gbkey=mRNA","gene=LOC111128660","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=putative ankyrin repeat protein RF_0381%2C transcript variant X4","transcript_id=XM_022474415.1","","",""
"342","XM_022474841.1","sp","Q6NRY2","NOL6_XENLA",45.09,1111,583,11,236,3547,51,1141,0,915,"NC_035783.1",606900,607000,"DMR",50,"NC_035783.1","Gnomon","mRNA",599241,616670,".","+",".","ID=rna22158","Parent=gene12826","Dbxref=GeneID",111128896,"Genbank","Name=XM_022474841.1","gbkey=mRNA","gene=LOC111128896","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns","product=nucleolar protein 6-like%2C transcript variant X1","transcript_id=XM_022474841.1","","",""
"343","XM_022474842.1","sp","Q6NRY2","NOL6_XENLA",45.18,1111,582,11,236,3547,51,1141,0,919,"NC_035783.1",606900,607000,"DMR",50,"NC_035783.1","Gnomon","mRNA",599241,616670,".","+",".","ID=rna22159","Parent=gene12826","Dbxref=GeneID",111128896,"Genbank","Name=XM_022474842.1","gbkey=mRNA","gene=LOC111128896","model_evidence=Supporting evidence includes similarity to"," 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=nucleolar protein 6-like%2C transcript variant X2","transcript_id=XM_022474842.1","","",""
"344","XM_022474953.1","sp","Q9BY12","SCAPE_HUMAN",39.27,303,141,9,271,1131,4,279,2e-40,167,"NC_035783.1",57927800,57927900,"DMR",55,"NC_035783.1","Gnomon","mRNA",57906897,57934776,".","+",".","ID=rna28490","Parent=gene16556","Dbxref=GeneID",111128972,"Genbank","Name=XM_022474953.1","Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS"," inserted 2 bases in 2 codons%3B deleted 2 bases in 1 codon","exception=unclassified transcription discrepancy","gbkey=mRNA","gene=LOC111128972","model_evidence=Supporting evidence includes similarity to"," 6 Proteins%2C and 96%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=S phase cyclin A-associated protein in the endoplasmic reticulum-like","transcript_id=XM_022474953.1"
"345","XM_022474953.1","sp","Q9BY12","SCAPE_HUMAN",41.5,812,419,12,1825,4173,487,1271,2e-150,491,"NC_035783.1",57927800,57927900,"DMR",55,"NC_035783.1","Gnomon","mRNA",57906897,57934776,".","+",".","ID=rna28490","Parent=gene16556","Dbxref=GeneID",111128972,"Genbank","Name=XM_022474953.1","Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS"," inserted 2 bases in 2 codons%3B deleted 2 bases in 1 codon","exception=unclassified transcription discrepancy","gbkey=mRNA","gene=LOC111128972","model_evidence=Supporting evidence includes similarity to"," 6 Proteins%2C and 96%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=S phase cyclin A-associated protein in the endoplasmic reticulum-like","transcript_id=XM_022474953.1"
