"","chr","start","end","meth.diff","strand","pvalue","qvalue","TE-start","TE-end","V10","TE-strand","Target-Motif","dist-to-closest-gene","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-Accession","Uniprot-ID","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"83","NC_035784.1",21869175,21869175,51.7746913580247,"+",1.13766257142529e-20,1.07717607061306e-18,21869166,21870001,25.1,"+","Target Motif:Helitron-N43_CGi 1 849",0,21868572,21910081,"111138013",21882854,21910081,"XM_022489764.1","P54254","ATX1_MOUSE",7e-46,"uncharacterized LOC111138013","GO:0000122; GO:0003677; GO:0003682; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006355; GO:0007399; GO:0007420; GO:0007612; GO:0007613; GO:0008022; GO:0008266; GO:0008344; GO:0008542; GO:0016363; GO:0032991; GO:0034046; GO:0035176; GO:0042326; GO:0042405; GO:0042802; GO:0043569; GO:0043621; GO:0045892; GO:0045944; GO:0048286; GO:0048856; GO:0051168; GO:0060079; GO:0060252; GO:0098794","adult locomotory behavior [GO:0008344]; anatomical structure development [GO:0048856]; brain development [GO:0007420]; excitatory postsynaptic potential [GO:0060079]; learning [GO:0007612]; lung alveolus development [GO:0048286]; memory [GO:0007613]; negative regulation of insulin-like growth factor receptor signaling pathway [GO:0043569]; negative regulation of phosphorylation [GO:0042326]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; nuclear export [GO:0051168]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; social behavior [GO:0035176]; visual learning [GO:0008542]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear inclusion body [GO:0042405]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; protein-containing complex [GO:0032991]","chromatin binding [GO:0003682]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; poly(G) binding [GO:0034046]; poly(U) RNA binding [GO:0008266]; protein C-terminus binding [GO:0008022]; protein self-association [GO:0043621]; RNA binding [GO:0003723]"
"84","NC_035784.1",21869175,21869175,51.7746913580247,"+",1.13766257142529e-20,1.07717607061306e-18,21869166,21870001,25.1,"+","Target Motif:Helitron-N43_CGi 1 849",0,21868572,21910081,"111138013",21898124,21910081,"XM_022489759.1","P54254","ATX1_MOUSE",6e-46,"uncharacterized LOC111138013","GO:0000122; GO:0003677; GO:0003682; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006355; GO:0007399; GO:0007420; GO:0007612; GO:0007613; GO:0008022; GO:0008266; GO:0008344; GO:0008542; GO:0016363; GO:0032991; GO:0034046; GO:0035176; GO:0042326; GO:0042405; GO:0042802; GO:0043569; GO:0043621; GO:0045892; GO:0045944; GO:0048286; GO:0048856; GO:0051168; GO:0060079; GO:0060252; GO:0098794","adult locomotory behavior [GO:0008344]; anatomical structure development [GO:0048856]; brain development [GO:0007420]; excitatory postsynaptic potential [GO:0060079]; learning [GO:0007612]; lung alveolus development [GO:0048286]; memory [GO:0007613]; negative regulation of insulin-like growth factor receptor signaling pathway [GO:0043569]; negative regulation of phosphorylation [GO:0042326]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; nuclear export [GO:0051168]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; social behavior [GO:0035176]; visual learning [GO:0008542]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear inclusion body [GO:0042405]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; protein-containing complex [GO:0032991]","chromatin binding [GO:0003682]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; poly(G) binding [GO:0034046]; poly(U) RNA binding [GO:0008266]; protein C-terminus binding [GO:0008022]; protein self-association [GO:0043621]; RNA binding [GO:0003723]"
"85","NC_035784.1",21869175,21869175,51.7746913580247,"+",1.13766257142529e-20,1.07717607061306e-18,21869166,21870001,25.1,"+","Target Motif:Helitron-N43_CGi 1 849",0,21868572,21910081,"111138013",21882853,21910081,"XM_022489760.1","P54254","ATX1_MOUSE",7e-46,"uncharacterized LOC111138013","GO:0000122; GO:0003677; GO:0003682; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006355; GO:0007399; GO:0007420; GO:0007612; GO:0007613; GO:0008022; GO:0008266; GO:0008344; GO:0008542; GO:0016363; GO:0032991; GO:0034046; GO:0035176; GO:0042326; GO:0042405; GO:0042802; GO:0043569; GO:0043621; GO:0045892; GO:0045944; GO:0048286; GO:0048856; GO:0051168; GO:0060079; GO:0060252; GO:0098794","adult locomotory behavior [GO:0008344]; anatomical structure development [GO:0048856]; brain development [GO:0007420]; excitatory postsynaptic potential [GO:0060079]; learning [GO:0007612]; lung alveolus development [GO:0048286]; memory [GO:0007613]; negative regulation of insulin-like growth factor receptor signaling pathway [GO:0043569]; negative regulation of phosphorylation [GO:0042326]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; nuclear export [GO:0051168]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; social behavior [GO:0035176]; visual learning [GO:0008542]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear inclusion body [GO:0042405]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; protein-containing complex [GO:0032991]","chromatin binding [GO:0003682]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; poly(G) binding [GO:0034046]; poly(U) RNA binding [GO:0008266]; protein C-terminus binding [GO:0008022]; protein self-association [GO:0043621]; RNA binding [GO:0003723]"
"86","NC_035784.1",21869175,21869175,51.7746913580247,"+",1.13766257142529e-20,1.07717607061306e-18,21869166,21870001,25.1,"+","Target Motif:Helitron-N43_CGi 1 849",0,21868572,21910081,"111138013",21895138,21910081,"XM_022489761.1","P54254","ATX1_MOUSE",6e-46,"uncharacterized LOC111138013","GO:0000122; GO:0003677; GO:0003682; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006355; GO:0007399; GO:0007420; GO:0007612; GO:0007613; GO:0008022; GO:0008266; GO:0008344; GO:0008542; GO:0016363; GO:0032991; GO:0034046; GO:0035176; GO:0042326; GO:0042405; GO:0042802; GO:0043569; GO:0043621; GO:0045892; GO:0045944; GO:0048286; GO:0048856; GO:0051168; GO:0060079; GO:0060252; GO:0098794","adult locomotory behavior [GO:0008344]; anatomical structure development [GO:0048856]; brain development [GO:0007420]; excitatory postsynaptic potential [GO:0060079]; learning [GO:0007612]; lung alveolus development [GO:0048286]; memory [GO:0007613]; negative regulation of insulin-like growth factor receptor signaling pathway [GO:0043569]; negative regulation of phosphorylation [GO:0042326]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; nuclear export [GO:0051168]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription, DNA-templated [GO:0006355]; social behavior [GO:0035176]; visual learning [GO:0008542]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear inclusion body [GO:0042405]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; protein-containing complex [GO:0032991]","chromatin binding [GO:0003682]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; poly(G) binding [GO:0034046]; poly(U) RNA binding [GO:0008266]; protein C-terminus binding [GO:0008022]; protein self-association [GO:0043621]; RNA binding [GO:0003723]"
"87","NC_035784.1",25138821,25138821,50.0147928994083,"+",7.6086972418233e-18,5.08790391070383e-16,25138764,25138834,18.3,"-","Target Motif:hAT6-2_SP 485 557",0,25137527,25159456,"111099112",25137527,25159456,"XM_022430481.1","Q1RMK1","FA92B_BOVIN",9e-47,"zinc finger and BTB domain-containing protein 41-like","GO:0005814; GO:0030030; GO:0036064","cell projection organization [GO:0030030]","centriole [GO:0005814]; ciliary basal body [GO:0036064]",""
"88","NC_035784.1",25138821,25138821,50.0147928994083,"+",7.6086972418233e-18,5.08790391070383e-16,25138786,25138849,15.9,"-","Target Motif:hAT-2_HM 279 341",0,25137527,25159456,"111099112",25137527,25159456,"XM_022430481.1","Q1RMK1","FA92B_BOVIN",9e-47,"zinc finger and BTB domain-containing protein 41-like","GO:0005814; GO:0030030; GO:0036064","cell projection organization [GO:0030030]","centriole [GO:0005814]; ciliary basal body [GO:0036064]",""
"89","NC_035784.1",26800340,26800340,66.6223908918406,"+",2.74201242216758e-23,3.62344166891098e-21,26800290,26800474,28,"-","Target Motif:DNA-20_CGi 1 172",0,26784993,26800712,"111133596",26784993,26800712,"XM_022482105.1","P87362","BLMH_CHICK",8e-177,"bleomycin hydrolase-like","GO:0004177; GO:0004197; GO:0005737; GO:0008234; GO:0009636; GO:0042493; GO:0042802; GO:0043418","homocysteine catabolic process [GO:0043418]; response to drug [GO:0042493]; response to toxic substance [GO:0009636]","cytoplasm [GO:0005737]","aminopeptidase activity [GO:0004177]; cysteine-type endopeptidase activity [GO:0004197]; cysteine-type peptidase activity [GO:0008234]; identical protein binding [GO:0042802]"
"90","NC_035784.1",53991915,53991915,-52.5070290534208,"+",1.66935392876843e-16,9.29452769861348e-15,53991873,53992108,30.8,"+","Target Motif:DNA2-2_CGi 1 236",0,53976716,54005868,"111132857",53976716,54005565,"XM_022480756.1","Q7KZ85","SPT6H_HUMAN",0,"transcription elongation factor SPT6-like",NA,NA,NA,NA
"91","NC_035784.1",53995724,53995724,-55.8517390200558,"+",3.33217976108153e-28,7.62004468311169e-26,53991873,53992108,30.8,"+","Target Motif:DNA2-2_CGi 1 236",0,53976716,54005868,"111132857",53976716,54005565,"XM_022480756.1","Q7KZ85","SPT6H_HUMAN",0,"transcription elongation factor SPT6-like",NA,NA,NA,NA
"92","NC_035784.1",53991052,53991052,-51.7628790646693,"+",2.42373702540578e-20,2.19890592638609e-18,53991873,53992108,30.8,"+","Target Motif:DNA2-2_CGi 1 236",0,53976716,54005868,"111132857",53976716,54005868,"XM_022480757.1","Q7KZ85","SPT6H_HUMAN",0,"transcription elongation factor SPT6-like",NA,NA,NA,NA
"93","NC_035784.1",53991052,53991052,-51.7628790646693,"+",2.42373702540578e-20,2.19890592638609e-18,53991873,53992108,30.8,"+","Target Motif:DNA2-2_CGi 1 236",0,53976716,54005868,"111132857",53976716,54005565,"XM_022480756.1","Q7KZ85","SPT6H_HUMAN",0,"transcription elongation factor SPT6-like",NA,NA,NA,NA
"94","NC_035784.1",53991915,53991915,-52.5070290534208,"+",1.66935392876843e-16,9.29452769861348e-15,53991873,53992108,30.8,"+","Target Motif:DNA2-2_CGi 1 236",0,53976716,54005868,"111132857",53976716,54005868,"XM_022480757.1","Q7KZ85","SPT6H_HUMAN",0,"transcription elongation factor SPT6-like",NA,NA,NA,NA
"95","NC_035784.1",53995724,53995724,-55.8517390200558,"+",3.33217976108153e-28,7.62004468311169e-26,53991873,53992108,30.8,"+","Target Motif:DNA2-2_CGi 1 236",0,53976716,54005868,"111132857",53976716,54005868,"XM_022480757.1","Q7KZ85","SPT6H_HUMAN",0,"transcription elongation factor SPT6-like",NA,NA,NA,NA
"96","NC_035784.1",57163871,57163871,-63.7755102040816,"+",1.35008494999503e-19,1.11793308882552e-17,57163820,57163967,27.4,"+","Target Motif:BivaMD-SINE1_CrVi 179 325",0,57162759,57168910,"111099115",57162759,57168910,"XM_022430483.1","Q969N2","PIGT_HUMAN",1e-156,"GPI transamidase component PIG-T-like","GO:0003923; GO:0005789; GO:0016020; GO:0016255; GO:0030176; GO:0030182; GO:0031410; GO:0042765; GO:0051402","attachment of GPI anchor to protein [GO:0016255]; neuron apoptotic process [GO:0051402]; neuron differentiation [GO:0030182]","cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum membrane [GO:0005789]; GPI-anchor transamidase complex [GO:0042765]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]","GPI-anchor transamidase activity [GO:0003923]"
"97","NC_035784.1",75291847,75291847,-75.6345177664975,"+",1.2178781526645e-42,1.08906420207973e-39,75291801,75291918,12.8,"+","Target Motif:Helitron-27_CGi 1 133",0,75269145,75335182,"111134646",75278462,75335182,"XM_022483878.1","P49746","TSP3_HUMAN",3e-131,"uncharacterized LOC111134646",NA,NA,NA,NA
"98","NC_035784.1",75291847,75291847,-75.6345177664975,"+",1.2178781526645e-42,1.08906420207973e-39,75291801,75291918,12.8,"+","Target Motif:Helitron-27_CGi 1 133",0,75269145,75335182,"111134646",75269145,75335182,"XM_022483877.1","P49746","TSP3_HUMAN",3e-131,"uncharacterized LOC111134646",NA,NA,NA,NA
"99","NC_035784.1",75314858,75314858,-51.8969794250693,"+",3.88168413132208e-29,9.74288674326729e-27,75291801,75291918,12.8,"+","Target Motif:Helitron-27_CGi 1 133",0,75269145,75335182,"111134646",75269145,75335182,"XM_022483877.1","P49746","TSP3_HUMAN",3e-131,"uncharacterized LOC111134646",NA,NA,NA,NA
"100","NC_035784.1",75314858,75314858,-51.8969794250693,"+",3.88168413132208e-29,9.74288674326729e-27,75291801,75291918,12.8,"+","Target Motif:Helitron-27_CGi 1 133",0,75269145,75335182,"111134646",75278462,75335182,"XM_022483878.1","P49746","TSP3_HUMAN",3e-131,"uncharacterized LOC111134646",NA,NA,NA,NA
"101","NC_035784.1",76218383,76218383,63.8339920948617,"+",5.35528077919722e-25,8.42959725773957e-23,76218144,76218420,15.3,"-","Target Motif:BivaMD-SINE1_CrVi 1 283",0,76212133,76220093,"111138362",76212133,76220093,"XM_022490290.1","Q15696","U2AFM_HUMAN",7e-66,"U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2-like",NA,NA,NA,NA
"102","NC_035784.1",91582933,91582933,-53.8045112781955,"+",4.0289322734019e-20,3.57333786257541e-18,91582644,91582995,32.6,"+","Target Motif:Helitron-N16B_CGi 63 402",0,91574915,91584275,"111135526",91574915,91581297,"XM_022485675.1","P23919","KTHY_HUMAN",1e-62,"thymidylate kinase-like","GO:0004550; GO:0004798; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005758; GO:0005759; GO:0005829; GO:0006227; GO:0006233; GO:0006235; GO:0009041; GO:0015949; GO:0043627; GO:0045445; GO:0046105; GO:0046686; GO:0071363","cellular response to growth factor stimulus [GO:0071363]; dTDP biosynthetic process [GO:0006233]; dTTP biosynthetic process [GO:0006235]; dUDP biosynthetic process [GO:0006227]; myoblast differentiation [GO:0045445]; nucleobase-containing small molecule interconversion [GO:0015949]; response to cadmium ion [GO:0046686]; response to estrogen [GO:0043627]; thymidine biosynthetic process [GO:0046105]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleus [GO:0005634]","ATP binding [GO:0005524]; nucleoside diphosphate kinase activity [GO:0004550]; thymidylate kinase activity [GO:0004798]; uridylate kinase activity [GO:0009041]"
"103","NC_035784.1",91582933,91582933,-53.8045112781955,"+",4.0289322734019e-20,3.57333786257541e-18,91582644,91582995,32.6,"+","Target Motif:Helitron-N16B_CGi 63 402",0,91574915,91584275,"111135526",91574915,91584275,"XM_022485674.1","P23919","KTHY_HUMAN",2e-65,"thymidylate kinase-like","GO:0004550; GO:0004798; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005758; GO:0005759; GO:0005829; GO:0006227; GO:0006233; GO:0006235; GO:0009041; GO:0015949; GO:0043627; GO:0045445; GO:0046105; GO:0046686; GO:0071363","cellular response to growth factor stimulus [GO:0071363]; dTDP biosynthetic process [GO:0006233]; dTTP biosynthetic process [GO:0006235]; dUDP biosynthetic process [GO:0006227]; myoblast differentiation [GO:0045445]; nucleobase-containing small molecule interconversion [GO:0015949]; response to cadmium ion [GO:0046686]; response to estrogen [GO:0043627]; thymidine biosynthetic process [GO:0046105]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleus [GO:0005634]","ATP binding [GO:0005524]; nucleoside diphosphate kinase activity [GO:0004550]; thymidylate kinase activity [GO:0004798]; uridylate kinase activity [GO:0009041]"
"104","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94932850,94933335,26.8,"+","Target Motif:Helitron-N43_CGi 1 503",0,94929877,95024359,"111134737",94952690,95024359,"XM_022484068.1","P49701","VDR_COTJA",2e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"105","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94932850,94933335,26.8,"+","Target Motif:Helitron-N43_CGi 1 503",0,94929877,95024359,"111134737",94929877,95024359,"XM_022484073.1","P49701","VDR_COTJA",3e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"106","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94932850,94933335,26.8,"+","Target Motif:Helitron-N43_CGi 1 503",0,94929877,95024359,"111134737",94955328,95024359,"XM_022484075.1","P49701","VDR_COTJA",2e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"107","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94932850,94933335,26.8,"+","Target Motif:Helitron-N43_CGi 1 503",0,94929877,95024359,"111134737",94984627,95024354,"XM_022484071.1","P49701","VDR_COTJA",2e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"108","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94932850,94933335,26.8,"+","Target Motif:Helitron-N43_CGi 1 503",0,94929877,95024359,"111134737",94936009,95024359,"XM_022484067.1","P49701","VDR_COTJA",3e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"109","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94932850,94933335,26.8,"+","Target Motif:Helitron-N43_CGi 1 503",0,94929877,95024359,"111134737",94977373,95024359,"XM_022484070.1","P49701","VDR_COTJA",3e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"110","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94932850,94933335,26.8,"+","Target Motif:Helitron-N43_CGi 1 503",0,94929877,95024359,"111134737",94936009,95024359,"XM_022484064.1","P49701","VDR_COTJA",3e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"111","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94932850,94933335,26.8,"+","Target Motif:Helitron-N43_CGi 1 503",0,94929877,95024359,"111134737",94936011,95024359,"XM_022484069.1","P49701","VDR_COTJA",3e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"112","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94932850,94933335,26.8,"+","Target Motif:Helitron-N43_CGi 1 503",0,94929877,95024359,"111134737",95002124,95024359,"XM_022484063.1","P49701","VDR_COTJA",5e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"113","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94932850,94933335,26.8,"+","Target Motif:Helitron-N43_CGi 1 503",0,94929877,95024359,"111134737",95014378,95024359,"XM_022484076.1","P49701","VDR_COTJA",3e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"114","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94932850,94933335,26.8,"+","Target Motif:Helitron-N43_CGi 1 503",0,94929877,95024359,"111134737",94980660,95024359,"XM_022484074.1","P49701","VDR_COTJA",2e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"115","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94932850,94933335,26.8,"+","Target Motif:Helitron-N43_CGi 1 503",0,94929877,95024359,"111134737",94972610,95024354,"XM_022484072.1","P49701","VDR_COTJA",2e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"116","NC_035785.1",35798192,35798192,-52.6616729522585,"+",4.00538755796487e-50,6.53141019722262e-47,35798180,35798247,31.6,"+","Target Motif:GA-rich 1 68",0,35793738,35807106,"111101447",35793738,35807106,"XM_022433936.1","Q9NLA3","ANO39_PATPE",4e-19,"nucleoplasmin-like protein ANO39","GO:0000278; GO:0001556; GO:0003677; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737","mitotic cell cycle [GO:0000278]; oocyte maturation [GO:0001556]","cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","DNA binding [GO:0003677]; RNA binding [GO:0003723]"
"117","NC_035785.1",35798192,35798192,-52.6616729522585,"+",4.00538755796487e-50,6.53141019722262e-47,35798180,35798247,31.6,"+","Target Motif:GA-rich 1 68",0,35793738,35807106,"111101447",35793738,35807106,"XM_022433937.1","Q9NLA3","ANO39_PATPE",4e-19,"nucleoplasmin-like protein ANO39","GO:0000278; GO:0001556; GO:0003677; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737","mitotic cell cycle [GO:0000278]; oocyte maturation [GO:0001556]","cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","DNA binding [GO:0003677]; RNA binding [GO:0003723]"
"118","NC_035787.1",54271742,54271742,-58.2417582417582,"+",9.33390916375267e-11,2.24433381702109e-09,54271555,54271748,21.8,"-","Target Motif:DNA9-4_CGi 768 961",0,54247634,54275236,"111107765",54247634,54275236,"XM_022443110.1","Q2KI00","F107B_BOVIN",1e-06,"protein FAM107B-like","","","",""
"119","NC_035787.1",54271742,54271742,-58.2417582417582,"+",9.33390916375267e-11,2.24433381702109e-09,54271555,54271748,21.8,"-","Target Motif:DNA9-4_CGi 768 961",0,54247634,54275236,"111107765",54261596,54275236,"XM_022443112.1","Q2KI00","F107B_BOVIN",2e-06,"protein FAM107B-like","","","",""
"120","NC_035787.1",54271742,54271742,-58.2417582417582,"+",9.33390916375267e-11,2.24433381702109e-09,54271555,54271748,21.8,"-","Target Motif:DNA9-4_CGi 768 961",0,54247634,54275236,"111107765",54256958,54275236,"XM_022443111.1","Q2KI00","F107B_BOVIN",3e-06,"protein FAM107B-like","","","",""
"121","NC_035787.1",56264363,56264363,63.0371297455152,"+",8.08610030400708e-11,1.96474915461429e-09,56241986,56242024,27.6,"+","Target Motif:(CCA)n 1 39",0,56224028,56287563,"111106119",56224028,56287562,"XM_022440653.1","P11881","ITPR1_MOUSE",0,"inositol 1",NA,NA,NA,NA
"122","NC_035787.1",56242011,56242011,-51.1975694262166,"+",5.07577925254444e-56,1.34718959206086e-52,56241986,56242024,27.6,"+","Target Motif:(CCA)n 1 39",0,56224028,56287563,"111106119",56224028,56287561,"XM_022440660.1","P11881","ITPR1_MOUSE",0,"inositol 1",NA,NA,NA,NA
"123","NC_035787.1",56264363,56264363,63.0371297455152,"+",8.08610030400708e-11,1.96474915461429e-09,56241986,56242024,27.6,"+","Target Motif:(CCA)n 1 39",0,56224028,56287563,"111106119",56224028,56287561,"XM_022440654.1","P11881","ITPR1_MOUSE",0,"inositol 1",NA,NA,NA,NA
"124","NC_035787.1",56242011,56242011,-51.1975694262166,"+",5.07577925254444e-56,1.34718959206086e-52,56241986,56242024,27.6,"+","Target Motif:(CCA)n 1 39",0,56224028,56287563,"111106119",56224028,56287560,"XM_022440665.1","P11881","ITPR1_MOUSE",0,"inositol 1",NA,NA,NA,NA
"125","NC_035787.1",56242011,56242011,-51.1975694262166,"+",5.07577925254444e-56,1.34718959206086e-52,56241986,56242024,27.6,"+","Target Motif:(CCA)n 1 39",0,56224028,56287563,"111106119",56224028,56287561,"XM_022440656.1","P11881","ITPR1_MOUSE",0,"inositol 1",NA,NA,NA,NA
"126","NC_035787.1",56264363,56264363,63.0371297455152,"+",8.08610030400708e-11,1.96474915461429e-09,56241986,56242024,27.6,"+","Target Motif:(CCA)n 1 39",0,56224028,56287563,"111106119",56224028,56287561,"XM_022440660.1","P11881","ITPR1_MOUSE",0,"inositol 1",NA,NA,NA,NA
"127","NC_035787.1",56264363,56264363,63.0371297455152,"+",8.08610030400708e-11,1.96474915461429e-09,56241986,56242024,27.6,"+","Target Motif:(CCA)n 1 39",0,56224028,56287563,"111106119",56224028,56287561,"XM_022440656.1","P11881","ITPR1_MOUSE",0,"inositol 1",NA,NA,NA,NA
"128","NC_035787.1",56264363,56264363,63.0371297455152,"+",8.08610030400708e-11,1.96474915461429e-09,56241986,56242024,27.6,"+","Target Motif:(CCA)n 1 39",0,56224028,56287563,"111106119",56224028,56287558,"XM_022440663.1","P11881","ITPR1_MOUSE",0,"inositol 1",NA,NA,NA,NA
"129","NC_035787.1",56264363,56264363,63.0371297455152,"+",8.08610030400708e-11,1.96474915461429e-09,56241986,56242024,27.6,"+","Target Motif:(CCA)n 1 39",0,56224028,56287563,"111106119",56224028,56287560,"XM_022440665.1","P11881","ITPR1_MOUSE",0,"inositol 1",NA,NA,NA,NA
"130","NC_035787.1",56264363,56264363,63.0371297455152,"+",8.08610030400708e-11,1.96474915461429e-09,56241986,56242024,27.6,"+","Target Motif:(CCA)n 1 39",0,56224028,56287563,"111106119",56224028,56287561,"XM_022440652.1","P11881","ITPR1_MOUSE",0,"inositol 1",NA,NA,NA,NA
"131","NC_035787.1",56264363,56264363,63.0371297455152,"+",8.08610030400708e-11,1.96474915461429e-09,56241986,56242024,27.6,"+","Target Motif:(CCA)n 1 39",0,56224028,56287563,"111106119",56224286,56287560,"XM_022440664.1","P11881","ITPR1_MOUSE",0,"inositol 1",NA,NA,NA,NA
"132","NC_035787.1",56242011,56242011,-51.1975694262166,"+",5.07577925254444e-56,1.34718959206086e-52,56241986,56242024,27.6,"+","Target Motif:(CCA)n 1 39",0,56224028,56287563,"111106119",56224286,56287563,"XM_022440662.1","P11881","ITPR1_MOUSE",0,"inositol 1",NA,NA,NA,NA
"133","NC_035787.1",56242011,56242011,-51.1975694262166,"+",5.07577925254444e-56,1.34718959206086e-52,56241986,56242024,27.6,"+","Target Motif:(CCA)n 1 39",0,56224028,56287563,"111106119",56224286,56287560,"XM_022440664.1","P11881","ITPR1_MOUSE",0,"inositol 1",NA,NA,NA,NA
"134","NC_035787.1",56242011,56242011,-51.1975694262166,"+",5.07577925254444e-56,1.34718959206086e-52,56241986,56242024,27.6,"+","Target Motif:(CCA)n 1 39",0,56224028,56287563,"111106119",56224028,56287561,"XM_022440655.1","P11881","ITPR1_MOUSE",0,"inositol 1",NA,NA,NA,NA
