chr,DMLB.start,DMLB.end,strand,pvalue,qvalue,meth.diff,Uniprot,Genbank,evalue,Product,GO
NC_035787.1,60356518,60356518,+,1.756917e-20,1.627075e-18,-36.09907,Q8CFG6,XM_022443817.1,3e-175,voltage-dependent calcium channel subunit alpha-2/delta-2-like,GO:0005245; GO:0005246; GO:0005891; GO:0006816; GO:0008016; GO:0034765; GO:0046872
NC_035784.1,25258180,25258180,+,3.672479e-08,5.413259e-07,-12.53547,O08715,XM_022430471.1,6e-76,A-kinase anchor protein 1,GO:0003723; GO:0005739; GO:0005741; GO:0005783; GO:0005811; GO:0008017; GO:0010614; GO:0010738; GO:0016021; GO:0019901; GO:0019903; GO:0030061; GO:0030346; GO:0031594; GO:0034237; GO:0035308; GO:0042308; GO:0045211; GO:0048487; GO:0060090
NC_035786.1,23834886,23834886,+,5.586811e-27,1.108875e-24,32.27124,Q5T5C0,XM_022436372.1,0,syntaxin-binding protein 5-like,GO:0005096; GO:0005737; GO:0005829; GO:0005886; GO:0005892; GO:0006887; GO:0008021; GO:0015031; GO:0017075; GO:0017137; GO:0017157; GO:0019905; GO:0030054; GO:0030659; GO:0031201; GO:0031594; GO:0045159; GO:0045921; GO:0098685; GO:0098888; GO:0099504; GO:0099523
NC_035786.1,45803857,45803857,+,2.846824e-19,2.277919e-17,26.05386,P55196,XM_022437329.1,0,afadin-like,GO:0005654; GO:0005829; GO:0005886; GO:0005911; GO:0005913; GO:0007155; GO:0007165; GO:0007267; GO:0008022; GO:0010628; GO:0016607; GO:0017016; GO:0022409; GO:0030054; GO:0030336; GO:0032880; GO:0034332; GO:0043547; GO:0044291; GO:0044331; GO:0045296; GO:0050839; GO:0051015; GO:0061951; GO:0070160; GO:0070830; GO:0090557; GO:2000049
NC_035782.1,65302977,65302977,+,6.710134e-16,3.441846e-14,33.97454,P51826,XM_022466326.1,3e-20,AF4/FMR2 family member 4-like,GO:0003690; GO:0003700; GO:0005634; GO:0005654; GO:0005829; GO:0008023; GO:0016604; GO:0032783; GO:0034612; GO:0035116
NC_035787.1,47640348,47640348,+,1.508036e-10,3.494062e-09,14.32646,Q5XGG2,XM_022444162.1,1e-37,probable tRNA pseudouridine synthase 2,GO:0001522; GO:0003723; GO:0005759; GO:0006397; GO:0008033; GO:0009982
NC_035781.1,23483487,23483487,+,2.562255e-10,5.686337e-09,-16.96242,Q9CPW0,XM_022457803.1,3e-66,contactin-associated protein-like 5,GO:0002020; GO:0005769; GO:0005794; GO:0005886; GO:0007155; GO:0007612; GO:0008038; GO:0008076; GO:0009986; GO:0016020; GO:0016021; GO:0019899; GO:0021761; GO:0030425; GO:0030534; GO:0030673; GO:0031175; GO:0033010; GO:0033270; GO:0035176; GO:0042297; GO:0043025; GO:0044224; GO:0044325; GO:0045163; GO:0048812; GO:0071205; GO:0071625; GO:0097060
NC_035782.1,10839185,10839185,+,0.3275145,0.3619839,-2.536941,Q6DBY2,XM_022470422.1,1e-89,N-alpha-acetyltransferase 50-like,GO:0001756; GO:0004596; GO:0005634; GO:0005737; GO:0005829; GO:0006474; GO:0007064; GO:0008080; GO:0010485; GO:0016573; GO:0031415; GO:0034087; GO:0052858; GO:0071962
NC_035781.1,29784221,29784221,+,3.175641e-15,1.496868e-13,15.11043,Q92485,XM_022462805.1,6e-90,acid sphingomyelinase-like phosphodiesterase 3a,GO:0004767; GO:0005615; GO:0005886; GO:0006685; GO:0006954; GO:0008081; GO:0008270; GO:0016798; GO:0031225; GO:0034122; GO:0045087; GO:0046466; GO:0050728; GO:0070062
NC_035784.1,15747585,15747585,+,0.8052959,0.6156007,1.536017,Q8VED2,XM_022483343.1,7e-20,biogenesis of lysosome-related organelles complex 1 subunit 4-like,GO:0005737; GO:0008089; GO:0031083; GO:0031175; GO:0032438; GO:0048490; GO:0050885; GO:0070527; GO:1904115
NC_035780.1,30115360,30115360,+,1.071749e-22,1.306896e-20,26.76274,Q5RD73,XM_022477402.1,2e-43,dual specificity protein phosphatase 3-like,GO:0001772; GO:0004725; GO:0005654; GO:0005829; GO:0008092; GO:0008138; GO:0016311; GO:0016791; GO:0030336; GO:0030971; GO:0033549; GO:0045931; GO:0046329; GO:0050860; GO:0050868; GO:0050922; GO:0051893; GO:0070373; GO:0071364; GO:0120183
NC_035784.1,15224713,15224713,+,0.0001090148,0.0006785291,7.638889,Q8JZP9,XM_022481878.1,1e-74,flocculation protein FLO11-like,GO:0001578; GO:0005737; GO:0005856; GO:0007026; GO:0007050; GO:0008017; GO:0008093; GO:0009267; GO:0010629; GO:0030308; GO:0045647; GO:0046966; GO:0051726; GO:0097067
NC_035788.1,59007352,59007352,+,2.995707e-46,3.610629e-43,-53.95768,Q5F485,XM_022450890.1,0,ATP-dependent RNA helicase DDX42-like,GO:0003723; GO:0004386; GO:0005524; GO:0005634; GO:0005737; GO:0008104; GO:0042981
NC_035783.1,49530163,49530163,+,7.442651e-11,1.816898e-09,15.36962,O09174,XM_022473895.1,7e-150,alpha-methylacyl-CoA racemase-like,GO:0005102; GO:0005737; GO:0005739; GO:0005777; GO:0005886; GO:0006631; GO:0006699; GO:0008111; GO:0008206; GO:0008300; GO:0043231
NC_035784.1,60568462,60568462,+,0.000167271,0.0009809258,-13.0453,O00170,XM_022484054.1,2e-97,AH receptor-interacting protein-like,GO:0003713; GO:0005654; GO:0005737; GO:0005829; GO:0006626; GO:0006805; GO:0008134; GO:0010738; GO:0016020; GO:0017162; GO:0022417; GO:0034751; GO:0035722; GO:0036004; GO:0051082; GO:0051344
NC_035784.1,86035569,86035569,+,1.153197e-05,9.479793e-05,-22.34848,Q9PW71,XM_022484848.1,6e-74,dual specificity protein phosphatase 4-like,GO:0000188; GO:0004725; GO:0005634; GO:0005737; GO:0008138; GO:0008330; GO:0016311; GO:0016791; GO:0017017; GO:0035335; GO:0035970; GO:0070373; GO:1990439
NC_035784.1,59202425,59202425,+,7.115494e-08,9.849353e-07,31.11842,Q99MP8,XM_022430426.1,4e-167,BRCA1-associated protein-like,GO:0000151; GO:0000165; GO:0003676; GO:0004842; GO:0005737; GO:0005829; GO:0007265; GO:0008139; GO:0008270; GO:0009968; GO:0031965; GO:0042802; GO:0061630
NC_035781.1,44689114,44689114,+,0.005156396,0.01722046,-9.256632,Q801X6,XM_022457193.1,1e-55,phosphatase and actin regulator 4B-like,GO:0003779; GO:0004864; GO:0005634; GO:0005829; GO:0008157; GO:0030054; GO:0031032; GO:0031532; GO:0043149; GO:0045202
NC_035782.1,31076286,31076286,+,3.583682e-23,4.662975e-21,37.36913,Q9H9B1,XM_022467910.1,0,uncharacterized LOC111124749,GO:0000122; GO:0002039; GO:0005634; GO:0005654; GO:0005694; GO:0006306; GO:0006325; GO:0008168; GO:0008270; GO:0016279; GO:0016571; GO:0016604; GO:0018024; GO:0018026; GO:0018027; GO:0045892; GO:0045995; GO:0046974; GO:0046976; GO:0060992; GO:0070317; GO:0070742; GO:0120162; GO:1901796
NC_035781.1,35501839,35501839,+,0.003588073,0.0128455,-9.115566,Q96RS0,XM_022461301.1,1e-95,trimethylguanosine synthase-like,GO:0000387; GO:0005615; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0008173; GO:0009452; GO:0015030; GO:0019216; GO:0022613; GO:0030532; GO:0036261; GO:0071164
NC_035781.1,27783181,27783181,+,0.2550833,0.3087487,8.701754,Q9VZW5,XM_022459678.1,4e-14,FMRFamide receptor-like,GO:0001653; GO:0002209; GO:0004930; GO:0005887; GO:0007186; GO:0007204; GO:0007218; GO:0008188; GO:0008344; GO:0008345; GO:0016021
NC_035785.1,13240087,13240087,+,0.1815091,0.2464787,7.298121,Q32L00,XM_022433951.1,1e-95,alpha-ketoglutarate-dependent dioxygenase alkB homolog 3-like,GO:0005634; GO:0005737; GO:0006281; GO:0006307; GO:0008198; GO:0008283; GO:0035552; GO:0035553; GO:0043734; GO:1990930
NC_035780.1,30210192,30210192,+,1.429505e-05,0.0001146225,30.07246,Q6P7R8,XM_022471150.1,3e-91,very-long-chain 3-oxoacyl-CoA reductase-like,GO:0001968; GO:0004303; GO:0005518; GO:0005789; GO:0006633; GO:0006703; GO:0008201; GO:0010811; GO:0016021; GO:0030198; GO:0031012; GO:0102339; GO:0102340; GO:0102341; GO:0102342
NC_035786.1,28519479,28519479,+,0.4119972,0.4176103,6.27451,Q801G1,XM_022437892.1,1e-45,low density lipoprotein receptor adapter protein 1-B-like,GO:0005737; GO:0006897; GO:0008203
NC_035783.1,18166801,18166801,+,1.216454e-17,7.907601e-16,22.28412,Q8BMN4,XM_022476305.1,1e-31,leishmanolysin-like peptidase,GO:0004222; GO:0005737; GO:0005811; GO:0005829; GO:0005925; GO:0007049; GO:0007155; GO:0008233; GO:0016020; GO:0046872; GO:0051301
NC_035785.1,33118746,33118746,+,7.32177e-10,1.496814e-08,28.7515,B5X8M4,XM_022430907.1,5e-116,lys-63-specific deubiquitinase BRCC36-like,GO:0000922; GO:0004843; GO:0005634; GO:0005737; GO:0006302; GO:0007049; GO:0008237; GO:0010212; GO:0031593; GO:0036459; GO:0045739; GO:0046872; GO:0051301; GO:0070531; GO:0070536; GO:0070537; GO:0070552; GO:0072425
NC_035788.1,2231422,2231422,+,0.3951227,0.4069792,6.881649,P16444,XM_022452962.1,5e-115,dipeptidase 1-like,GO:0005615; GO:0005634; GO:0005886; GO:0006691; GO:0006749; GO:0006805; GO:0008235; GO:0008239; GO:0008270; GO:0016324; GO:0016999; GO:0030054; GO:0030336; GO:0031225; GO:0031528; GO:0034235; GO:0035690; GO:0043027; GO:0043066; GO:0043154; GO:0045177; GO:0050667; GO:0070062; GO:0070573; GO:0071277; GO:0071732; GO:0072340; GO:0072341
NC_035784.1,58748536,58748536,+,6.975482e-06,6.049065e-05,-12.78907,O34313,XM_022486261.1,7e-40,trifunctional nucleotide phosphoesterase protein YfkN-like,GO:0000166; GO:0005576; GO:0005618; GO:0008253; GO:0008254; GO:0008663; GO:0009166; GO:0030288; GO:0046872
NC_035784.1,56194031,56194031,+,9.388298e-35,4.197653e-32,40.02263,Q920Q6,XM_022485499.1,3e-99,RNA-binding protein Musashi homolog Rbp6-like,GO:0003723; GO:0003727; GO:0005737; GO:0005844; GO:0008266; GO:0048864; GO:1990904
NC_035781.1,5855168,5855168,+,1.066452e-74,1.400366e-70,-48.44917,Q6N021,XM_022457974.1,1e-110,uncharacterized LOC111118472,GO:0003677; GO:0005506; GO:0005634; GO:0006211; GO:0006493; GO:0007049; GO:0008198; GO:0008270; GO:0014070; GO:0030099; GO:0045944; GO:0070579; GO:0070989; GO:0080111; GO:0080182
NC_035782.1,32463862,32463862,+,7.262795e-05,0.0004768541,10.10533,P49796,XM_022471490.1,8e-40,uncharacterized LOC111126682,GO:0000188; GO:0003924; GO:0005096; GO:0005654; GO:0005829; GO:0005886; GO:0007186; GO:0008277
NC_035780.1,14432856,14432856,+,3.043487e-10,6.663047e-09,26.33889,Q90670,XM_022470862.1,5e-146,activin receptor type-2B-like,GO:0005024; GO:0005026; GO:0005524; GO:0005887; GO:0007179; GO:0007389; GO:0008283; GO:0009798; GO:0019838; GO:0032924; GO:0034713; GO:0043235; GO:0043525; GO:0045178; GO:0046332; GO:0046872; GO:0048179; GO:0048185; GO:0048333; GO:0061550; GO:1901389
NC_035786.1,7178685,7178685,+,0.211532,0.2729108,-2.558125,O95684,XM_022438294.1,3e-33,FGFR1 oncogene partner-like,GO:0000086; GO:0005634; GO:0005813; GO:0005814; GO:0005829; GO:0006469; GO:0008284; GO:0010389; GO:0019901; GO:0030292; GO:0030307; GO:0030335; GO:0034453; GO:0042803; GO:0042995; GO:0048471; GO:0097711
NC_035785.1,39433361,39433361,+,0.1809847,0.2460006,-3.920052,B4JSC2,XM_022431715.1,7e-81,forkhead box protein O-like,GO:0003700; GO:0005634; GO:0005737; GO:0006355; GO:0007049; GO:0008285; GO:0010259; GO:0019216; GO:0030154; GO:0030308; GO:0042593; GO:0043565; GO:0046627
NC_035782.1,26276878,26276878,+,0.000222559,0.001252342,12.42218,Q8K012,XM_022467390.1,1e-108,formin-binding protein 1-like,GO:0005737; GO:0005856; GO:0005886; GO:0005938; GO:0006897; GO:0006914; GO:0008289; GO:0031410; GO:0060271
NC_035785.1,14986474,14986474,+,2.825449e-09,5.186103e-08,26.10645,Q8UVD9,XM_022432311.1,6e-20,far upstream element-binding protein 3-like,GO:0003730; GO:0005634; GO:0005737; GO:0006355; GO:0008298; GO:0010586; GO:0035925; GO:0043488; GO:0045019; GO:0051028; GO:0061014; GO:0061158; GO:0071345
NC_035787.1,17220926,17220926,+,7.272907e-10,1.487678e-08,-20.84884,Q16QL3,XM_022444483.1,1e-133,4-hydroxybenzoate polyprenyltransferase,GO:0002083; GO:0005666; GO:0005736; GO:0005743; GO:0006360; GO:0006383; GO:0006744; GO:0008299; GO:0008412; GO:0031305; GO:0047293
NC_035783.1,50573965,50573965,+,0.02295546,0.05563543,12.42443,A6QQL9,XM_022477781.1,4e-35,signal recognition particle 14 kDa protein-like,GO:0005634; GO:0005786; GO:0006614; GO:0008312; GO:0030942; GO:0042493; GO:0045047
NC_035782.1,20336397,20336397,+,2.265496e-18,1.618149e-16,-27.28856,O94826,XM_022472107.1,2e-140,mitochondrial import receptor subunit TOM70-like,GO:0005739; GO:0005741; GO:0005742; GO:0006626; GO:0008320; GO:0016020; GO:0016021; GO:0016236; GO:0070062
NC_035782.1,26090553,26090553,+,7.811875e-05,0.0005079722,18.853,Q5JS13,XM_022465248.1,4e-170,ras-specific guanine nucleotide-releasing factor RalGPS1-like,GO:0005085; GO:0005737; GO:0005886; GO:0007264; GO:0008321; GO:0032485; GO:0035556
NC_035782.1,66944090,66944090,+,0.04882061,0.0978579,6.357103,Q9MZL5,XM_022464759.1,1e-144,voltage-dependent L-type calcium channel subunit beta-1-like,GO:0005891; GO:0007268; GO:0007528; GO:0008331; GO:1901385; GO:1990454
NC_035787.1,70944267,70944267,+,0.146097,0.212689,-5.570762,H9BW96,XM_022446113.1,1e-127,ras-related protein rab7,GO:0003924; GO:0005525; GO:0005765; GO:0005770; GO:0005829; GO:0006622; GO:0008333; GO:0010008; GO:0016032; GO:0016042; GO:0031902; GO:0045022; GO:0045732; GO:0048524
NC_035786.1,43971006,43971006,+,3.021325e-10,6.617431e-09,-39.8527,A2AHJ4,XM_022436418.1,0,bromodomain and WD repeat-containing protein 3-like,GO:0005634; GO:0006357; GO:0007010; GO:0008360
NC_035780.1,23738959,23738959,+,7.47441e-35,3.37214e-32,38.04876,Q8N392,XM_022433764.1,4e-106,rho GTPase-activating protein 18-like,GO:0005096; GO:0005737; GO:0005829; GO:0005886; GO:0007264; GO:0008360; GO:0016607; GO:0030833; GO:0032956; GO:0045296; GO:0051056; GO:2000145
NC_035781.1,52910016,52910016,+,1.899298e-17,1.202377e-15,33.26112,Q8TDX6,XM_022462935.1,2e-124,chondroitin sulfate N-acetylgalactosaminyltransferase 1-like,GO:0000139; GO:0001958; GO:0007399; GO:0008037; GO:0008283; GO:0008376; GO:0008955; GO:0009653; GO:0015014; GO:0015020; GO:0019276; GO:0030166; GO:0030173; GO:0030198; GO:0030206; GO:0030210; GO:0032580; GO:0046398; GO:0046872; GO:0047237; GO:0047238; GO:0050650; GO:0050651; GO:0050653; GO:0051216
NC_035786.1,53095173,53095173,+,2.921204e-15,1.383733e-13,-20.39964,Q7SXL7,XM_022437269.1,1e-62,pre-mRNA-splicing regulator WTAP-like,GO:0000381; GO:0005634; GO:0005737; GO:0006397; GO:0007049; GO:0007275; GO:0008380; GO:0016607; GO:0036396; GO:0042981; GO:0080009
NC_035781.1,27162946,27162946,+,0.007811753,0.0240185,17.27451,Q5HZT0,XM_022462836.1,4e-95,decapping and exoribonuclease protein-like,GO:0000166; GO:0000287; GO:0003729; GO:0005634; GO:0006402; GO:0008409; GO:0034353; GO:0050779; GO:0071028; GO:0090305
NC_035782.1,53987337,53987337,+,0.002996168,0.01109089,9.860999,Q9V6X7,XM_022464264.1,3e-121,GDP-fucose protein O-fucosyltransferase 1-like,GO:0005112; GO:0005783; GO:0006004; GO:0006493; GO:0007219; GO:0008417; GO:0016266; GO:0045747; GO:0045807; GO:0046922
NC_035781.1,54119625,54119625,+,3.725441e-18,2.596262e-16,26.24074,Q96AB6,XM_022458055.1,1e-74,protein N-terminal asparagine amidohydrolase-like,GO:0005634; GO:0005737; GO:0006511; GO:0007613; GO:0008344; GO:0008418
NC_035786.1,28487222,28487222,+,0.4819962,0.459428,2.510885,Q9NZJ6,XM_022438401.1,2e-77,ubiquinone biosynthesis O-methyltransferase,GO:0004395; GO:0005739; GO:0005759; GO:0006071; GO:0006744; GO:0008171; GO:0008425; GO:0008689; GO:0010795; GO:0031314; GO:0044595; GO:0044596; GO:1990886
NC_035780.1,54209045,54209045,+,0.005886893,0.01916568,-5.534032,Q9BYG0,XM_022473158.1,2e-35,beta-1,GO:0000139; GO:0005783; GO:0005794; GO:0006486; GO:0007417; GO:0007420; GO:0008376; GO:0008378; GO:0008457; GO:0008532; GO:0009247; GO:0016021; GO:0016266; GO:0030311; GO:0047256
NC_035784.1,21590937,21590937,+,4.68483e-18,3.224311e-16,-28.73461,A2AV36,XM_022486295.1,0,protein arginine N-methyltransferase 7-like,GO:0000387; GO:0005634; GO:0005829; GO:0006349; GO:0006355; GO:0008469; GO:0008757; GO:0018216; GO:0030154; GO:0034969; GO:0035241; GO:0035242; GO:0035243; GO:0043046; GO:0044020
NC_035787.1,44027086,44027086,+,0.0196764,0.04943229,-18.56316,E7FAM5,XM_022444531.1,1e-11,E3 ubiquitin-protein ligase TRIM71-like,GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0010172; GO:0010586; GO:0021915; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0060964; GO:0061630; GO:0072089; GO:2000177
NC_035786.1,28199962,28199962,+,1.165119e-20,1.101084e-18,-30.8544,Q4R918,XM_022435410.1,5e-161,kinesin-like protein KIF25,GO:0005524; GO:0005737; GO:0005813; GO:0005874; GO:0007018; GO:0008017; GO:0008569; GO:0046603; GO:0051289; GO:0051294; GO:0051647
NC_035786.1,4945853,4945853,+,1.043667e-12,3.428824e-11,35.81745,O75534,XM_022435847.1,0,cold shock domain-containing protein E1-like,GO:0003723; GO:0005794; GO:0005829; GO:0005886; GO:0008584; GO:0070937; GO:0070966
NC_035788.1,39055837,39055837,+,2.505798e-22,2.91864e-20,40.42304,Q9UF56,XM_022453574.1,5e-48,F-box/LRR-repeat protein 17-like,GO:0000209; GO:0005634; GO:0005737; GO:0005829; GO:0006515; GO:0007399; GO:0008589; GO:0014033; GO:0016567; GO:0019005; GO:0031146; GO:0043161
NC_035780.1,355776,355776,+,3.191352e-16,1.706412e-14,-26.92523,Q566Y1,XM_022435101.1,2e-108,elongator complex protein 4-like,GO:0000993; GO:0002098; GO:0005737; GO:0006357; GO:0008023; GO:0008607; GO:0033588
NC_035780.1,20469794,20469794,+,0.01733051,0.04484705,-7.815731,Q5RGQ2,XM_022451212.1,6e-161,protein arginine N-methyltransferase 1-like,GO:0005829; GO:0005886; GO:0006355; GO:0006479; GO:0008469; GO:0008757; GO:0016273; GO:0016571; GO:0018216; GO:0019919; GO:0030917; GO:0034969; GO:0035241; GO:0035242; GO:0042802; GO:0043009; GO:0048666; GO:0048813; GO:0051260; GO:0098753; GO:1904047
NC_035782.1,55044198,55044198,+,3.377498e-05,0.0002442827,-22.33113,P70097,XM_022472113.1,3e-32,succinate dehydrogenase cytochrome b560 subunit,GO:0000104; GO:0005743; GO:0005749; GO:0006099; GO:0009055; GO:0016021; GO:0020037; GO:0046872
NC_035781.1,30798388,30798388,+,2.481999e-11,6.575015e-10,33.38365,Q9D3D9,XM_022456845.1,2e-35,ATP synthase subunit delta,GO:0000275; GO:0005739; GO:0005740; GO:0005743; GO:0005753; GO:0009060; GO:0015078; GO:0015986; GO:0033615; GO:0044877; GO:0045259; GO:0045261; GO:0046034; GO:0046933; GO:1902600
NC_035780.1,56855712,56855712,+,8.403966e-07,9.141961e-06,18.10115,P51174,XM_022443835.1,0,long-chain specific acyl-CoA dehydrogenase,GO:0000062; GO:0001659; GO:0004466; GO:0005739; GO:0005759; GO:0009062; GO:0009409; GO:0016401; GO:0019254; GO:0031966; GO:0033539; GO:0042413; GO:0042758; GO:0044242; GO:0045717; GO:0046322; GO:0050660; GO:0051289; GO:0055114; GO:0090181; GO:0120162
NC_035786.1,48990152,48990152,+,2.274485e-30,6.485282e-28,-45.56119,P21839,XM_022437615.1,0,2-oxoisovalerate dehydrogenase subunit beta,GO:0003826; GO:0003863; GO:0005739; GO:0005947; GO:0007584; GO:0009083
NC_035785.1,36572365,36572365,+,1.381005e-06,1.430429e-05,13.13037,P45954,XM_022433728.1,0,short/branched chain specific acyl-CoA dehydrogenase,GO:0003995; GO:0005739; GO:0005759; GO:0006631; GO:0009083; GO:0050660
NC_035785.1,43675961,43675961,+,8.719017e-18,5.777718e-16,21.52266,O60502,XM_022434539.1,2e-77,protein O-GlcNAcase-like,GO:0004415; GO:0005634; GO:0005829; GO:0006044; GO:0006493; GO:0006516; GO:0006517; GO:0009100; GO:0016020; GO:0016032; GO:0016231; GO:0102166; GO:0102167; GO:0102571
NC_035782.1,51411339,51411339,+,7.317801e-07,8.074839e-06,-27.11823,Q969T7,XM_022471449.1,1e-94,7-methylguanosine phosphate-specific 5'-nucleotidase A-like,GO:0000166; GO:0000287; GO:0005737; GO:0005829; GO:0008253; GO:0009117; GO:0043928
NC_035782.1,32452220,32452220,+,3.446246e-07,4.099045e-06,20.10765,Q5M7G4,XM_022468531.1,3e-175,adenylate kinase 8-like,GO:0004017; GO:0004127; GO:0004550; GO:0005524; GO:0005829; GO:0006165; GO:0009142
NC_035784.1,11939510,11939510,+,7.29481e-12,2.099418e-10,-26.16062,Q32KY6,XM_022485607.1,1e-31,dCTP pyrophosphatase 1-like,GO:0000166; GO:0000287; GO:0005634; GO:0005739; GO:0005829; GO:0006253; GO:0009143; GO:0042262; GO:0047429; GO:0047840
NC_035780.1,15464802,15464802,+,3.654979e-11,9.417353e-10,32.53792,P48445,XM_022447637.1,2e-12,biotin--protein ligase-like,GO:0004077; GO:0004078; GO:0004079; GO:0004080; GO:0005524; GO:0005634; GO:0005737; GO:0009305; GO:0071734
NC_035783.1,23130126,23130126,+,2.291938e-23,3.041577e-21,53.9159,Q75VW3,XM_022479471.1,2e-13,dnaJ-like protein MG002 homolog,GO:0005524; GO:0005737; GO:0006260; GO:0006457; GO:0008270; GO:0009408; GO:0031072; GO:0051082
NC_035783.1,43115139,43115139,+,3.09856e-12,9.462192e-11,23.9658,Q8RWD9,XM_022473049.1,3e-31,kelch domain-containing protein 2-like,GO:0000062; GO:0001666; GO:0005829; GO:0006869; GO:0008289; GO:0009416
NC_035786.1,37001516,37001516,+,1.737716e-10,3.981481e-09,-24.09253,Q711T7,XM_022438956.1,0,glutamine-dependent NAD(+) synthetase-like,GO:0003952; GO:0004359; GO:0005524; GO:0005737; GO:0005829; GO:0008795; GO:0009435
NC_035785.1,81650,81650,+,0.002169637,0.008511866,-14.43001,Q8BRH0,XM_022431104.1,0,transmembrane and TPR repeat-containing protein 3-like,GO:0000030; GO:0004169; GO:0005783; GO:0009791; GO:0010468; GO:0016021; GO:0030154; GO:0030324; GO:0034976; GO:0035269; GO:0048286; GO:0048747; GO:0060447; GO:1901800
NC_035784.1,63872048,63872048,+,1.747478e-36,9.120899e-34,25.40241,P17139,XM_022484035.1,3e-18,collagen alpha-2(IV) chain-like,GO:0002119; GO:0005201; GO:0005587; GO:0005604; GO:0005615; GO:0007517; GO:0009792; GO:0030198; GO:0031012; GO:0038063; GO:0048680; GO:0050714
NC_035783.1,51581241,51581241,+,2.025737e-07,2.533851e-06,24.17336,Q2NL17,XM_022475440.1,0,cleft lip and palate transmembrane protein 1 homolog,GO:0007275; GO:0009897; GO:0016021; GO:0030154; GO:0033081
NC_035783.1,8670081,8670081,+,1.054871e-16,6.038506e-15,33.24333,O46470,XM_022475639.1,8e-175,regulator of G-protein signaling 7-like,GO:0005096; GO:0005829; GO:0005886; GO:0007186; GO:0009968; GO:0031681; GO:0035556
NC_035788.1,43802456,43802456,+,0.04087406,0.08576908,-19.22581,A8XMW6,XM_022448466.1,4e-12,scavenger receptor class F member 2-like,GO:0001845; GO:0005886; GO:0006915; GO:0009986; GO:0012501; GO:0016021; GO:0030670; GO:0031532; GO:0034620; GO:0042742; GO:0043652; GO:0045184
NC_035786.1,34297105,34297105,+,3.357512e-17,2.061696e-15,31.35364,Q5FWK3,XM_022437343.1,1e-115,rho GTPase-activating protein 1-like,GO:0001726; GO:0005096; GO:0005737; GO:0005886; GO:0007264; GO:0010008; GO:0016197; GO:0017124; GO:0017137; GO:0031252; GO:0033572; GO:0043087; GO:0048471; GO:2001136
NC_035780.1,58627974,58627974,+,6.434683e-16,3.309259e-14,-48.07692,P42695,XM_022464878.1,0,condensin-2 complex subunit D3-like,GO:0000779; GO:0000799; GO:0003682; GO:0005654; GO:0007076; GO:0010032; GO:0016020; GO:0031618; GO:0035064; GO:0042393; GO:0051301; GO:0051304
NC_035780.1,33119850,33119850,+,8.323137e-08,1.136151e-06,24.96782,Q93YS4,XM_022434678.1,4e-122,ABC transporter G family member 22-like,GO:0005524; GO:0005886; GO:0009414; GO:0010148; GO:0016021; GO:0042626; GO:0055085
NC_035782.1,45450457,45450457,+,0.3184054,0.3555862,-3.46908,F4IYM4,XM_022468691.1,5e-14,protein DEFECTIVE IN EXINE FORMATION 1-like,GO:0005509; GO:0005783; GO:0005886; GO:0010208; GO:0010584; GO:0016020; GO:0016021; GO:0071555
NC_035787.1,59035438,59035438,+,0.0091984,0.02731876,-4.345806,Q5QJC2,XM_022440261.1,4e-76,protein artemis-like,GO:0000014; GO:0000784; GO:0002250; GO:0003684; GO:0005654; GO:0005794; GO:0006303; GO:0010212; GO:0030183; GO:0031848; GO:0033151; GO:0035312; GO:0036297; GO:0070419
NC_035788.1,12005820,12005820,+,9.905513e-25,1.519883e-22,-31.19444,E9QAU8,XM_022450066.1,2e-27,E3 ubiquitin-protein ligase arkadia-A-like,GO:0000209; GO:0005634; GO:0007409; GO:0008045; GO:0008270; GO:0010259; GO:0030163; GO:0030513; GO:0032991; GO:0035136; GO:0060173; GO:0060384; GO:0061061; GO:0061630
NC_035783.1,30433425,30433425,+,1.437527e-24,2.170999e-22,-39.16065,Q9TXQ1,XM_022476057.1,9e-63,tankyrase-like protein,GO:0003950; GO:0005634; GO:0005694; GO:0006281; GO:0006471; GO:0006974; GO:0008630; GO:0010332; GO:0043069
NC_035784.1,32427031,32427031,+,0.1377031,0.2041623,7.844353,Q5R762,XM_022487839.1,9e-86,COP9 signalosome complex subunit 7b-like,GO:0000338; GO:0005654; GO:0005829; GO:0008180; GO:0010387
NC_035782.1,32828291,32828291,+,7.754199e-05,0.0005049588,-27.01528,O43805,XM_022465240.1,9e-36,Sjoegren syndrome nuclear autoantigen 1-like,GO:0000086; GO:0005634; GO:0005813; GO:0005829; GO:0010389; GO:0036064; GO:0042073; GO:0042802; GO:0060830; GO:0097711
NC_035784.1,28697336,28697336,+,6.427647e-13,2.182354e-11,-28.3625,Q9VRP9,XM_022484268.1,7e-73,E3 ubiquitin-protein ligase Bre1-like,GO:0004842; GO:0005634; GO:0006513; GO:0007219; GO:0008270; GO:0010390; GO:0016570; GO:0016574
NC_035782.1,43955768,43955768,+,0.006448721,0.02063398,-11.97077,Q6P5D4,XM_022465866.1,1e-112,centrosomal protein of 135 kDa-like,GO:0005813; GO:0005814; GO:0007099; GO:0008022; GO:0010457; GO:1902857; GO:1904951
