"","chr","start","end","meth.diff","strand","pvalue","qvalue","intron-start","intron-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"498","NC_035784.1",55154350,55154350,-51.094362605154,"+",1.54406804595354e-49,2.4381655737394e-46,55153802,55154784,55104405,55159828,"111135890",55124057,55159828,"XM_022486340.1","Q8CJ40","CROCC_MOUSE",0,"rootletin-like","GO:0001917; GO:0003779; GO:0005198; GO:0005813; GO:0005814; GO:0005829; GO:0005886; GO:0007098; GO:0008104; GO:0010457; GO:0010669; GO:0015629; GO:0019894; GO:0032053; GO:0033365; GO:0035253; GO:0045494; GO:0045724; GO:0051656; GO:1903566","centriole-centriole cohesion [GO:0010457]; centrosome cycle [GO:0007098]; ciliary basal body organization [GO:0032053]; epithelial structure maintenance [GO:0010669]; establishment of organelle localization [GO:0051656]; photoreceptor cell maintenance [GO:0045494]; positive regulation of cilium assembly [GO:0045724]; positive regulation of protein localization to cilium [GO:1903566]; protein localization [GO:0008104]; protein localization to organelle [GO:0033365]","actin cytoskeleton [GO:0015629]; centriole [GO:0005814]; centrosome [GO:0005813]; ciliary rootlet [GO:0035253]; cytosol [GO:0005829]; photoreceptor inner segment [GO:0001917]; plasma membrane [GO:0005886]","actin binding [GO:0003779]; kinesin binding [GO:0019894]; structural molecule activity [GO:0005198]"
"503","NC_035784.1",57163871,57163871,-63.7755102040816,"+",1.35008494999503e-19,1.11793308882552e-17,57163757,57164170,57162759,57168910,"111099115",57162759,57168910,"XM_022430483.1","Q969N2","PIGT_HUMAN",1e-156,"GPI transamidase component PIG-T-like","GO:0003923; GO:0005789; GO:0016020; GO:0016255; GO:0030176; GO:0030182; GO:0031410; GO:0042765; GO:0051402","attachment of GPI anchor to protein [GO:0016255]; neuron apoptotic process [GO:0051402]; neuron differentiation [GO:0030182]","cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum membrane [GO:0005789]; GPI-anchor transamidase complex [GO:0042765]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]","GPI-anchor transamidase activity [GO:0003923]"
"516","NC_035784.1",65903451,65903451,-51.962962962963,"+",1.46799592309184e-11,4.03559948595133e-10,65903418,65904185,65892981,65914112,"111134678",65893767,65914112,"XM_022483941.1","Q8BLD6","ANR55_MOUSE",1e-82,"inversin-like","","","",""
"517","NC_035784.1",65903451,65903451,-51.962962962963,"+",1.46799592309184e-11,4.03559948595133e-10,65903418,65904185,65892981,65914112,"111134678",65901633,65914112,"XM_022483935.1","Q8BLD6","ANR55_MOUSE",4e-83,"inversin-like","","","",""
"518","NC_035784.1",65903451,65903451,-51.962962962963,"+",1.46799592309184e-11,4.03559948595133e-10,65903418,65904185,65892981,65914112,"111134678",65894036,65914112,"XM_022483942.1","Q8BLD6","ANR55_MOUSE",4e-83,"inversin-like","","","",""
"519","NC_035784.1",65903451,65903451,-51.962962962963,"+",1.46799592309184e-11,4.03559948595133e-10,65903418,65904185,65892981,65914112,"111134678",65901633,65914112,"XM_022483937.1","Q8BLD6","ANR55_MOUSE",2e-83,"inversin-like","","","",""
"520","NC_035784.1",65903451,65903451,-51.962962962963,"+",1.46799592309184e-11,4.03559948595133e-10,65903418,65904185,65892981,65914112,"111134678",65892981,65914112,"XM_022483940.1","Q8BLD6","ANR55_MOUSE",2e-83,"inversin-like","","","",""
"521","NC_035784.1",65903451,65903451,-51.962962962963,"+",1.46799592309184e-11,4.03559948595133e-10,65903418,65904185,65892981,65914112,"111134678",65900287,65914112,"XM_022483939.1","Q8BLD6","ANR55_MOUSE",1e-82,"inversin-like","","","",""
"522","NC_035784.1",65903451,65903451,-51.962962962963,"+",1.46799592309184e-11,4.03559948595133e-10,65903418,65904185,65892981,65914112,"111134678",65898516,65914112,"XM_022483936.1","Q8BLD6","ANR55_MOUSE",6e-83,"inversin-like","","","",""
"523","NC_035784.1",69554491,69554491,-72.7218864794407,"+",7.57016961234789e-27,1.48949895523585e-24,69553691,69554809,69540157,69562366,"111135588",69540157,69562366,"XM_022485797.1","O35382","EXOC4_MOUSE",0,"exocyst complex component 4-like","GO:0000145; GO:0005737; GO:0005886; GO:0005902; GO:0006612; GO:0006887; GO:0006893; GO:0006904; GO:0007268; GO:0008021; GO:0014069; GO:0017160; GO:0030010; GO:0030165; GO:0030426; GO:0031252; GO:0032584; GO:0032991; GO:0035748; GO:0043005; GO:0043025; GO:0043198; GO:0043209; GO:0044091; GO:0044877; GO:0045202; GO:0047485; GO:0048341; GO:0048709; GO:0050850; GO:0051223; GO:0055108; GO:0090522; GO:0090543","chemical synaptic transmission [GO:0007268]; establishment of cell polarity [GO:0030010]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; Golgi to transport vesicle transport [GO:0055108]; membrane biogenesis [GO:0044091]; oligodendrocyte differentiation [GO:0048709]; paraxial mesoderm formation [GO:0048341]; positive regulation of calcium-mediated signaling [GO:0050850]; protein targeting to membrane [GO:0006612]; regulation of protein transport [GO:0051223]; vesicle docking involved in exocytosis [GO:0006904]; vesicle tethering involved in exocytosis [GO:0090522]","cell leading edge [GO:0031252]; cytoplasm [GO:0005737]; dendritic shaft [GO:0043198]; exocyst [GO:0000145]; Flemming body [GO:0090543]; growth cone [GO:0030426]; growth cone membrane [GO:0032584]; microvillus [GO:0005902]; myelin sheath [GO:0043209]; myelin sheath abaxonal region [GO:0035748]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]","PDZ domain binding [GO:0030165]; protein-containing complex binding [GO:0044877]; protein N-terminus binding [GO:0047485]; Ral GTPase binding [GO:0017160]"
"524","NC_035784.1",69554491,69554491,-72.7218864794407,"+",7.57016961234789e-27,1.48949895523585e-24,69553691,69554809,69540157,69562366,"111135588",69540157,69562366,"XM_022485792.1","Q62824","EXOC4_RAT",0,"exocyst complex component 4-like","GO:0000145; GO:0006612; GO:0006887; GO:0006893; GO:0006903; GO:0006904; GO:0007268; GO:0008021; GO:0014069; GO:0030010; GO:0030165; GO:0030426; GO:0031252; GO:0032584; GO:0032991; GO:0043005; GO:0043025; GO:0043198; GO:0043209; GO:0044091; GO:0044877; GO:0045202; GO:0048709; GO:0050850; GO:0051223; GO:0055108; GO:0090522; GO:0090543","chemical synaptic transmission [GO:0007268]; establishment of cell polarity [GO:0030010]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; Golgi to transport vesicle transport [GO:0055108]; membrane biogenesis [GO:0044091]; oligodendrocyte differentiation [GO:0048709]; positive regulation of calcium-mediated signaling [GO:0050850]; protein targeting to membrane [GO:0006612]; regulation of protein transport [GO:0051223]; vesicle docking involved in exocytosis [GO:0006904]; vesicle targeting [GO:0006903]; vesicle tethering involved in exocytosis [GO:0090522]","cell leading edge [GO:0031252]; dendritic shaft [GO:0043198]; exocyst [GO:0000145]; Flemming body [GO:0090543]; growth cone [GO:0030426]; growth cone membrane [GO:0032584]; myelin sheath [GO:0043209]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]","PDZ domain binding [GO:0030165]; protein-containing complex binding [GO:0044877]"
"525","NC_035784.1",69554491,69554491,-72.7218864794407,"+",7.57016961234789e-27,1.48949895523585e-24,69553691,69554809,69540157,69562366,"111135588",69540157,69562366,"XM_022485790.1","Q62824","EXOC4_RAT",0,"exocyst complex component 4-like","GO:0000145; GO:0006612; GO:0006887; GO:0006893; GO:0006903; GO:0006904; GO:0007268; GO:0008021; GO:0014069; GO:0030010; GO:0030165; GO:0030426; GO:0031252; GO:0032584; GO:0032991; GO:0043005; GO:0043025; GO:0043198; GO:0043209; GO:0044091; GO:0044877; GO:0045202; GO:0048709; GO:0050850; GO:0051223; GO:0055108; GO:0090522; GO:0090543","chemical synaptic transmission [GO:0007268]; establishment of cell polarity [GO:0030010]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; Golgi to transport vesicle transport [GO:0055108]; membrane biogenesis [GO:0044091]; oligodendrocyte differentiation [GO:0048709]; positive regulation of calcium-mediated signaling [GO:0050850]; protein targeting to membrane [GO:0006612]; regulation of protein transport [GO:0051223]; vesicle docking involved in exocytosis [GO:0006904]; vesicle targeting [GO:0006903]; vesicle tethering involved in exocytosis [GO:0090522]","cell leading edge [GO:0031252]; dendritic shaft [GO:0043198]; exocyst [GO:0000145]; Flemming body [GO:0090543]; growth cone [GO:0030426]; growth cone membrane [GO:0032584]; myelin sheath [GO:0043209]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]","PDZ domain binding [GO:0030165]; protein-containing complex binding [GO:0044877]"
"526","NC_035784.1",69554491,69554491,-72.7218864794407,"+",7.57016961234789e-27,1.48949895523585e-24,69553691,69554809,69540157,69562366,"111135588",69540157,69562366,"XM_022485788.1","Q62824","EXOC4_RAT",0,"exocyst complex component 4-like","GO:0000145; GO:0006612; GO:0006887; GO:0006893; GO:0006903; GO:0006904; GO:0007268; GO:0008021; GO:0014069; GO:0030010; GO:0030165; GO:0030426; GO:0031252; GO:0032584; GO:0032991; GO:0043005; GO:0043025; GO:0043198; GO:0043209; GO:0044091; GO:0044877; GO:0045202; GO:0048709; GO:0050850; GO:0051223; GO:0055108; GO:0090522; GO:0090543","chemical synaptic transmission [GO:0007268]; establishment of cell polarity [GO:0030010]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; Golgi to transport vesicle transport [GO:0055108]; membrane biogenesis [GO:0044091]; oligodendrocyte differentiation [GO:0048709]; positive regulation of calcium-mediated signaling [GO:0050850]; protein targeting to membrane [GO:0006612]; regulation of protein transport [GO:0051223]; vesicle docking involved in exocytosis [GO:0006904]; vesicle targeting [GO:0006903]; vesicle tethering involved in exocytosis [GO:0090522]","cell leading edge [GO:0031252]; dendritic shaft [GO:0043198]; exocyst [GO:0000145]; Flemming body [GO:0090543]; growth cone [GO:0030426]; growth cone membrane [GO:0032584]; myelin sheath [GO:0043209]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]","PDZ domain binding [GO:0030165]; protein-containing complex binding [GO:0044877]"
"527","NC_035784.1",69554491,69554491,-72.7218864794407,"+",7.57016961234789e-27,1.48949895523585e-24,69553691,69554809,69540157,69562366,"111135588",69540157,69562366,"XM_022485789.1","Q62824","EXOC4_RAT",0,"exocyst complex component 4-like","GO:0000145; GO:0006612; GO:0006887; GO:0006893; GO:0006903; GO:0006904; GO:0007268; GO:0008021; GO:0014069; GO:0030010; GO:0030165; GO:0030426; GO:0031252; GO:0032584; GO:0032991; GO:0043005; GO:0043025; GO:0043198; GO:0043209; GO:0044091; GO:0044877; GO:0045202; GO:0048709; GO:0050850; GO:0051223; GO:0055108; GO:0090522; GO:0090543","chemical synaptic transmission [GO:0007268]; establishment of cell polarity [GO:0030010]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; Golgi to transport vesicle transport [GO:0055108]; membrane biogenesis [GO:0044091]; oligodendrocyte differentiation [GO:0048709]; positive regulation of calcium-mediated signaling [GO:0050850]; protein targeting to membrane [GO:0006612]; regulation of protein transport [GO:0051223]; vesicle docking involved in exocytosis [GO:0006904]; vesicle targeting [GO:0006903]; vesicle tethering involved in exocytosis [GO:0090522]","cell leading edge [GO:0031252]; dendritic shaft [GO:0043198]; exocyst [GO:0000145]; Flemming body [GO:0090543]; growth cone [GO:0030426]; growth cone membrane [GO:0032584]; myelin sheath [GO:0043209]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]","PDZ domain binding [GO:0030165]; protein-containing complex binding [GO:0044877]"
"528","NC_035784.1",69554491,69554491,-72.7218864794407,"+",7.57016961234789e-27,1.48949895523585e-24,69553691,69554809,69540157,69562366,"111135588",69540157,69562366,"XM_022485791.1","O35382","EXOC4_MOUSE",0,"exocyst complex component 4-like","GO:0000145; GO:0005737; GO:0005886; GO:0005902; GO:0006612; GO:0006887; GO:0006893; GO:0006904; GO:0007268; GO:0008021; GO:0014069; GO:0017160; GO:0030010; GO:0030165; GO:0030426; GO:0031252; GO:0032584; GO:0032991; GO:0035748; GO:0043005; GO:0043025; GO:0043198; GO:0043209; GO:0044091; GO:0044877; GO:0045202; GO:0047485; GO:0048341; GO:0048709; GO:0050850; GO:0051223; GO:0055108; GO:0090522; GO:0090543","chemical synaptic transmission [GO:0007268]; establishment of cell polarity [GO:0030010]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; Golgi to transport vesicle transport [GO:0055108]; membrane biogenesis [GO:0044091]; oligodendrocyte differentiation [GO:0048709]; paraxial mesoderm formation [GO:0048341]; positive regulation of calcium-mediated signaling [GO:0050850]; protein targeting to membrane [GO:0006612]; regulation of protein transport [GO:0051223]; vesicle docking involved in exocytosis [GO:0006904]; vesicle tethering involved in exocytosis [GO:0090522]","cell leading edge [GO:0031252]; cytoplasm [GO:0005737]; dendritic shaft [GO:0043198]; exocyst [GO:0000145]; Flemming body [GO:0090543]; growth cone [GO:0030426]; growth cone membrane [GO:0032584]; microvillus [GO:0005902]; myelin sheath [GO:0043209]; myelin sheath abaxonal region [GO:0035748]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]","PDZ domain binding [GO:0030165]; protein-containing complex binding [GO:0044877]; protein N-terminus binding [GO:0047485]; Ral GTPase binding [GO:0017160]"
"529","NC_035784.1",69554491,69554491,-72.7218864794407,"+",7.57016961234789e-27,1.48949895523585e-24,69553691,69554809,69540157,69562366,"111135588",69540157,69562366,"XM_022485796.1","Q62824","EXOC4_RAT",0,"exocyst complex component 4-like","GO:0000145; GO:0006612; GO:0006887; GO:0006893; GO:0006903; GO:0006904; GO:0007268; GO:0008021; GO:0014069; GO:0030010; GO:0030165; GO:0030426; GO:0031252; GO:0032584; GO:0032991; GO:0043005; GO:0043025; GO:0043198; GO:0043209; GO:0044091; GO:0044877; GO:0045202; GO:0048709; GO:0050850; GO:0051223; GO:0055108; GO:0090522; GO:0090543","chemical synaptic transmission [GO:0007268]; establishment of cell polarity [GO:0030010]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; Golgi to transport vesicle transport [GO:0055108]; membrane biogenesis [GO:0044091]; oligodendrocyte differentiation [GO:0048709]; positive regulation of calcium-mediated signaling [GO:0050850]; protein targeting to membrane [GO:0006612]; regulation of protein transport [GO:0051223]; vesicle docking involved in exocytosis [GO:0006904]; vesicle targeting [GO:0006903]; vesicle tethering involved in exocytosis [GO:0090522]","cell leading edge [GO:0031252]; dendritic shaft [GO:0043198]; exocyst [GO:0000145]; Flemming body [GO:0090543]; growth cone [GO:0030426]; growth cone membrane [GO:0032584]; myelin sheath [GO:0043209]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]","PDZ domain binding [GO:0030165]; protein-containing complex binding [GO:0044877]"
"530","NC_035784.1",69554491,69554491,-72.7218864794407,"+",7.57016961234789e-27,1.48949895523585e-24,69553691,69554809,69540157,69562366,"111135588",69540157,69562366,"XM_022485787.1","Q62824","EXOC4_RAT",0,"exocyst complex component 4-like","GO:0000145; GO:0006612; GO:0006887; GO:0006893; GO:0006903; GO:0006904; GO:0007268; GO:0008021; GO:0014069; GO:0030010; GO:0030165; GO:0030426; GO:0031252; GO:0032584; GO:0032991; GO:0043005; GO:0043025; GO:0043198; GO:0043209; GO:0044091; GO:0044877; GO:0045202; GO:0048709; GO:0050850; GO:0051223; GO:0055108; GO:0090522; GO:0090543","chemical synaptic transmission [GO:0007268]; establishment of cell polarity [GO:0030010]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; Golgi to transport vesicle transport [GO:0055108]; membrane biogenesis [GO:0044091]; oligodendrocyte differentiation [GO:0048709]; positive regulation of calcium-mediated signaling [GO:0050850]; protein targeting to membrane [GO:0006612]; regulation of protein transport [GO:0051223]; vesicle docking involved in exocytosis [GO:0006904]; vesicle targeting [GO:0006903]; vesicle tethering involved in exocytosis [GO:0090522]","cell leading edge [GO:0031252]; dendritic shaft [GO:0043198]; exocyst [GO:0000145]; Flemming body [GO:0090543]; growth cone [GO:0030426]; growth cone membrane [GO:0032584]; myelin sheath [GO:0043209]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]","PDZ domain binding [GO:0030165]; protein-containing complex binding [GO:0044877]"
"531","NC_035784.1",69554491,69554491,-72.7218864794407,"+",7.57016961234789e-27,1.48949895523585e-24,69553691,69554809,69540157,69562366,"111135588",69540157,69562366,"XM_022485795.1","Q62824","EXOC4_RAT",0,"exocyst complex component 4-like","GO:0000145; GO:0006612; GO:0006887; GO:0006893; GO:0006903; GO:0006904; GO:0007268; GO:0008021; GO:0014069; GO:0030010; GO:0030165; GO:0030426; GO:0031252; GO:0032584; GO:0032991; GO:0043005; GO:0043025; GO:0043198; GO:0043209; GO:0044091; GO:0044877; GO:0045202; GO:0048709; GO:0050850; GO:0051223; GO:0055108; GO:0090522; GO:0090543","chemical synaptic transmission [GO:0007268]; establishment of cell polarity [GO:0030010]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; Golgi to transport vesicle transport [GO:0055108]; membrane biogenesis [GO:0044091]; oligodendrocyte differentiation [GO:0048709]; positive regulation of calcium-mediated signaling [GO:0050850]; protein targeting to membrane [GO:0006612]; regulation of protein transport [GO:0051223]; vesicle docking involved in exocytosis [GO:0006904]; vesicle targeting [GO:0006903]; vesicle tethering involved in exocytosis [GO:0090522]","cell leading edge [GO:0031252]; dendritic shaft [GO:0043198]; exocyst [GO:0000145]; Flemming body [GO:0090543]; growth cone [GO:0030426]; growth cone membrane [GO:0032584]; myelin sheath [GO:0043209]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]","PDZ domain binding [GO:0030165]; protein-containing complex binding [GO:0044877]"
"532","NC_035784.1",69554491,69554491,-72.7218864794407,"+",7.57016961234789e-27,1.48949895523585e-24,69553691,69554809,69540157,69562366,"111135588",69540157,69562366,"XM_022485793.1","Q62824","EXOC4_RAT",0,"exocyst complex component 4-like","GO:0000145; GO:0006612; GO:0006887; GO:0006893; GO:0006903; GO:0006904; GO:0007268; GO:0008021; GO:0014069; GO:0030010; GO:0030165; GO:0030426; GO:0031252; GO:0032584; GO:0032991; GO:0043005; GO:0043025; GO:0043198; GO:0043209; GO:0044091; GO:0044877; GO:0045202; GO:0048709; GO:0050850; GO:0051223; GO:0055108; GO:0090522; GO:0090543","chemical synaptic transmission [GO:0007268]; establishment of cell polarity [GO:0030010]; exocytosis [GO:0006887]; Golgi to plasma membrane transport [GO:0006893]; Golgi to transport vesicle transport [GO:0055108]; membrane biogenesis [GO:0044091]; oligodendrocyte differentiation [GO:0048709]; positive regulation of calcium-mediated signaling [GO:0050850]; protein targeting to membrane [GO:0006612]; regulation of protein transport [GO:0051223]; vesicle docking involved in exocytosis [GO:0006904]; vesicle targeting [GO:0006903]; vesicle tethering involved in exocytosis [GO:0090522]","cell leading edge [GO:0031252]; dendritic shaft [GO:0043198]; exocyst [GO:0000145]; Flemming body [GO:0090543]; growth cone [GO:0030426]; growth cone membrane [GO:0032584]; myelin sheath [GO:0043209]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]","PDZ domain binding [GO:0030165]; protein-containing complex binding [GO:0044877]"
"533","NC_035784.1",75291847,75291847,-75.6345177664975,"+",1.2178781526645e-42,1.08906420207973e-39,75291724,75294827,75269145,75335182,"111134646",75269145,75335182,"XM_022483877.1","P49746","TSP3_HUMAN",3e-131,"uncharacterized LOC111134646",NA,NA,NA,NA
"534","NC_035784.1",75291847,75291847,-75.6345177664975,"+",1.2178781526645e-42,1.08906420207973e-39,75291724,75294827,75269145,75335182,"111134646",75278462,75335182,"XM_022483878.1","P49746","TSP3_HUMAN",3e-131,"uncharacterized LOC111134646",NA,NA,NA,NA
"535","NC_035784.1",75314858,75314858,-51.8969794250693,"+",3.88168413132208e-29,9.74288674326729e-27,75314813,75315123,75269145,75335182,"111134646",75269145,75335182,"XM_022483877.1","P49746","TSP3_HUMAN",3e-131,"uncharacterized LOC111134646",NA,NA,NA,NA
"536","NC_035784.1",75314858,75314858,-51.8969794250693,"+",3.88168413132208e-29,9.74288674326729e-27,75314813,75315123,75269145,75335182,"111134646",75278462,75335182,"XM_022483878.1","P49746","TSP3_HUMAN",3e-131,"uncharacterized LOC111134646",NA,NA,NA,NA
"547","NC_035784.1",82548251,82548251,-57.1286750668194,"+",5.19737080945494e-19,4.01204871039206e-17,82547216,82550139,82518183,82566248,"111138265",82537763,82547216,"XM_022490142.1","Q5R939","F204A_PONAB",1e-12,"protein FAM204A-like","","","",""
"548","NC_035784.1",82548251,82548251,-57.1286750668194,"+",5.19737080945494e-19,4.01204871039206e-17,82547216,82550139,82518183,82566248,"111138265",82536685,82547216,"XM_022490144.1","Q5R939","F204A_PONAB",2e-12,"protein FAM204A-like","","","",""
"549","NC_035784.1",82548251,82548251,-57.1286750668194,"+",5.19737080945494e-19,4.01204871039206e-17,82547216,82550139,82518183,82566248,"111138265",82518183,82547216,"XM_022490145.1","Q5R939","F204A_PONAB",7e-13,"protein FAM204A-like","","","",""
"550","NC_035784.1",82548251,82548251,-57.1286750668194,"+",5.19737080945494e-19,4.01204871039206e-17,82547216,82550139,82518183,82566248,"111138265",82537762,82566248,"XM_022490143.1","Q5R939","F204A_PONAB",2e-12,"protein FAM204A-like","","","",""
"551","NC_035784.1",85967659,85967659,-58.4541062801932,"+",7.49613059936441e-13,2.51880491848493e-11,85967054,85968172,85931610,86013571,"111136260",85931616,86013571,"XM_022486979.1","A1Z9A8","PTCD3_DROME",7e-18,"protein PTCD3 homolog",NA,NA,NA,NA
"552","NC_035784.1",85967659,85967659,-58.4541062801932,"+",7.49613059936441e-13,2.51880491848493e-11,85967054,85968172,85931610,86013571,"111136260",85931610,86013571,"XM_022486980.1","A1Z9A8","PTCD3_DROME",6e-18,"protein PTCD3 homolog",NA,NA,NA,NA
"553","NC_035784.1",86309405,86309405,-50.4385964912281,"+",1.34320633885362e-06,1.39533285668577e-05,86307926,86310480,86307820,86345109,"111136917",86307847,86345109,"XM_022488086.1","Q9VB74","NKAP_DROME",5e-46,"NF-kappa-B-activating protein-like",NA,NA,NA,NA
"554","NC_035784.1",86309405,86309405,-50.4385964912281,"+",1.34320633885362e-06,1.39533285668577e-05,86307926,86310480,86307820,86345109,"111136917",86307820,86345109,"XM_022488088.1","Q9VB74","NKAP_DROME",5e-46,"NF-kappa-B-activating protein-like",NA,NA,NA,NA
"555","NC_035784.1",86309405,86309405,-50.4385964912281,"+",1.34320633885362e-06,1.39533285668577e-05,86307926,86310480,86307820,86345109,"111136917",86310481,86345109,"XM_022488089.1","Q9VB74","NKAP_DROME",5e-46,"NF-kappa-B-activating protein-like",NA,NA,NA,NA
"558","NC_035784.1",91582933,91582933,-53.8045112781955,"+",4.0289322734019e-20,3.57333786257541e-18,91581415,91583148,91574915,91584275,"111135526",91574915,91581297,"XM_022485675.1","P23919","KTHY_HUMAN",1e-62,"thymidylate kinase-like","GO:0004550; GO:0004798; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005758; GO:0005759; GO:0005829; GO:0006227; GO:0006233; GO:0006235; GO:0009041; GO:0015949; GO:0043627; GO:0045445; GO:0046105; GO:0046686; GO:0071363","cellular response to growth factor stimulus [GO:0071363]; dTDP biosynthetic process [GO:0006233]; dTTP biosynthetic process [GO:0006235]; dUDP biosynthetic process [GO:0006227]; myoblast differentiation [GO:0045445]; nucleobase-containing small molecule interconversion [GO:0015949]; response to cadmium ion [GO:0046686]; response to estrogen [GO:0043627]; thymidine biosynthetic process [GO:0046105]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleus [GO:0005634]","ATP binding [GO:0005524]; nucleoside diphosphate kinase activity [GO:0004550]; thymidylate kinase activity [GO:0004798]; uridylate kinase activity [GO:0009041]"
"559","NC_035784.1",91582933,91582933,-53.8045112781955,"+",4.0289322734019e-20,3.57333786257541e-18,91581415,91583148,91574915,91584275,"111135526",91574915,91584275,"XM_022485674.1","P23919","KTHY_HUMAN",2e-65,"thymidylate kinase-like","GO:0004550; GO:0004798; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005758; GO:0005759; GO:0005829; GO:0006227; GO:0006233; GO:0006235; GO:0009041; GO:0015949; GO:0043627; GO:0045445; GO:0046105; GO:0046686; GO:0071363","cellular response to growth factor stimulus [GO:0071363]; dTDP biosynthetic process [GO:0006233]; dTTP biosynthetic process [GO:0006235]; dUDP biosynthetic process [GO:0006227]; myoblast differentiation [GO:0045445]; nucleobase-containing small molecule interconversion [GO:0015949]; response to cadmium ion [GO:0046686]; response to estrogen [GO:0043627]; thymidine biosynthetic process [GO:0046105]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleus [GO:0005634]","ATP binding [GO:0005524]; nucleoside diphosphate kinase activity [GO:0004550]; thymidylate kinase activity [GO:0004798]; uridylate kinase activity [GO:0009041]"
"572","NC_035784.1",95098214,95098214,-50.6696428571429,"+",2.57769232640659e-10,5.71703707002426e-09,95097529,95098886,95090831,95100453,"111133672",95090831,95100453,"XM_022482270.1","P62597","POTE1_CHICK",2e-56,"protection of telomeres protein 1-like",NA,NA,NA,NA
"596","NC_035786.1",41858572,41858572,-50.2873867202652,"+",5.05244911024724e-29,1.25177514390185e-26,41858066,41858587,41850385,41933795,"111103279",41850385,41933795,"XM_022436416.1","Q9IBG7","KCP_XENLA",1e-08,"uncharacterized LOC111103279",NA,NA,NA,NA
"597","NC_035786.1",41858572,41858572,-50.2873867202652,"+",5.05244911024724e-29,1.25177514390185e-26,41858066,41858587,41850385,41933795,"111103279",41850385,41933795,"XM_022436416.1","Q9IBG7","KCP_XENLA",0,"uncharacterized LOC111103279",NA,NA,NA,NA
"598","NC_035786.1",41858572,41858572,-50.2873867202652,"+",5.05244911024724e-29,1.25177514390185e-26,41858066,41858587,41850385,41933795,"111103279",41850385,41933795,"XM_022436416.1","Q9IBG7","KCP_XENLA",4e-60,"uncharacterized LOC111103279",NA,NA,NA,NA
