geneID,DMLCount,chr,start,end,meth.diff,strand,pvalue,qvalue,Product
111137677,1,NC_035784.1,1924234,1924234,-53.0829800121139,+,3.18566788562966e-19,2.53038385203528e-17,kinase suppressor of Ras 2-like
111137727,1,NC_035784.1,59679679,59679679,61.6812578166875,+,1.10621814663072e-61,4.9284073635665e-58,piezo-type mechanosensitive ion channel component 1-like
111137825,1,NC_035784.1,53739782,53739782,-65.1404151404151,+,2.94093839323789e-31,9.4068706152161e-29,protein piccolo-like
111137876,1,NC_035784.1,42103146,42103146,-63.1054131054131,+,6.55023971319201e-18,4.42399012616614e-16,uncharacterized LOC111137876
111137886,1,NC_035784.1,90812485,90812485,51.1895321173672,+,2.99231120342108e-17,1.84790329494097e-15,protein RMD5 homolog A-like
111138013,1,NC_035784.1,21869175,21869175,51.7746913580247,+,1.13766257142529e-20,1.07717607061306e-18,uncharacterized LOC111138013
111138042,1,NC_035784.1,64469388,64469388,-55.0638371290545,+,6.06455665732792e-31,1.88659437750955e-28,mitotic checkpoint serine/threonine-protein kinase BUB1-like
111138044,1,NC_035784.1,67943442,67943442,-58.3240802428011,+,3.75412615494017e-37,2.0813743360326e-34,pyruvate kinase PKM-like
111138265,1,NC_035784.1,82548251,82548251,-57.1286750668194,+,5.19737080945494e-19,4.01204871039206e-17,protein FAM204A-like
111138308,1,NC_035784.1,57514693,57514693,53.8690476190476,+,4.58316273408391e-37,2.51308818090003e-34,nucleophosmin-like
111138362,1,NC_035784.1,76218383,76218383,63.8339920948617,+,5.35528077919722e-25,8.42959725773957e-23,U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2-like
111138403,1,NC_035784.1,68693108,68693108,-58.5347985347985,+,2.61991097259041e-22,3.04019835861148e-20,fibrillin-2-like
111138440,1,NC_035784.1,50724128,50724128,53.4308394954328,+,3.63775048016898e-22,4.14611163588639e-20,26S proteasome regulatory subunit 7
111138481,1,NC_035780.1,8833125,8833125,60.1254480286738,+,1.87756815984505e-15,9.11352604694824e-14,SET and MYND domain-containing protein 4-like
